application_no,contract_ref,subcontractor,site,site_zone,period_from,period_to,application_date,application_total,retention,net_payable,adjustment,retention_released
PA-00555,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z1 Compound,2026-02-21,2026-02-27,2026-03-07,83952.23,4197.61,79754.62,0.00,0.00
PA-00556,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z3 Wadi Crossing,2025-06-12,2025-06-21,2025-07-07,255052.09,12752.60,242299.49,0.00,0.00
PA-00557,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z2 North Spur,2026-03-07,2026-03-17,2026-03-23,201315.19,10065.75,191249.44,0.00,0.00
PA-00558,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z2 North Spur,2026-04-13,2026-05-01,2026-05-03,104093.87,5204.69,98889.18,0.00,0.00
PA-00559,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z1 Compound,2025-12-15,2025-12-28,2026-01-10,132473.40,6623.67,125849.73,0.00,0.00
PA-00560,CW-2024-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z2 North Spur,2025-07-29,2025-08-13,2025-08-20,351571.74,17578.58,333993.16,0.00,0.00
PA-00561,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z2 North Spur,2025-12-29,2026-01-05,2026-01-23,128722.41,6436.12,122286.29,0.00,0.00
PA-00562,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z2 North Spur,2026-03-05,2026-03-14,2026-03-19,44793.83,2239.69,42554.14,0.00,0.00
PA-00563,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z2 North Spur,2025-09-15,2025-09-27,2025-10-13,8924.39,446.21,8478.18,0.00,0.00
PA-00564,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z2 North Spur,2026-05-15,2026-05-30,2026-06-05,61527.35,3076.36,58450.99,0.00,0.00
PA-00565,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z3 Wadi Crossing,2025-06-23,2025-06-29,2025-07-17,101445.42,5072.27,96373.15,0.00,0.00
PA-00566,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z2 North Spur,2025-04-22,2025-05-08,2025-05-24,322578.83,16128.94,306449.89,0.00,0.00
PA-00567,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z1 Compound,2026-08-02,2026-08-14,2026-09-04,40073.08,2003.65,38069.43,0.00,0.00
PA-00568,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z2 North Spur,2026-06-15,2026-06-21,2026-07-10,112352.50,5617.62,106734.88,0.00,0.00
PA-00569,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z1 Compound,2025-06-29,2025-07-11,2025-07-16,20078.20,1003.91,19074.29,0.00,0.00
PA-00570,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z2 North Spur,2025-06-19,2025-06-25,2025-07-12,57084.76,2854.23,54230.53,0.00,0.00
PA-00571,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z4 Escarpment,2025-06-29,2025-07-13,2025-07-15,195234.11,9761.70,185472.41,0.00,0.00
PA-00572,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z2 North Spur,2026-03-06,2026-03-16,2026-03-22,232733.60,11636.68,221096.92,0.00,0.00
PA-00573,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z1 Compound,2026-04-03,2026-04-17,2026-04-27,271655.55,13582.77,258072.78,0.00,0.00
PA-00574,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z1 Compound,2025-08-22,2025-08-31,2025-09-09,201344.90,10067.24,191277.66,0.00,0.00
PA-00575,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z1 Compound,2025-06-13,2025-06-16,2025-07-01,61805.73,3090.28,58715.45,0.00,0.00
PA-00576,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z1 Compound,2025-07-07,2025-07-24,2025-08-05,287419.78,14370.98,273048.80,0.00,0.00
PA-00577,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z4 Escarpment,2025-08-29,2025-09-11,2025-09-22,347496.66,17374.83,330121.83,0.00,0.00
PA-00578,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z4 Escarpment,2025-06-17,2025-07-04,2025-07-07,168296.95,8414.84,159882.11,0.00,0.00
PA-00579,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z3 Wadi Crossing,2025-07-31,2025-08-10,2025-08-12,106404.51,5320.22,101084.29,0.00,0.00
PA-00580,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z2 North Spur,2026-05-22,2026-05-29,2026-06-08,532244.72,26612.23,505632.49,0.00,0.00
PA-00581,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z1 Compound,2026-01-12,2026-01-19,2026-02-03,34248.50,1712.42,32536.08,0.00,0.00
PA-00582,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z3 Wadi Crossing,2026-07-11,2026-07-23,2026-08-04,59329.36,2966.46,56362.90,0.00,0.00
PA-00583,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z3 Wadi Crossing,2026-01-05,2026-01-19,2026-01-26,106823.22,5341.16,101482.06,0.00,0.00
PA-00584,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z1 Compound,2026-05-08,2026-05-14,2026-05-22,46414.20,2320.71,44093.49,0.00,0.00
PA-00585,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z2 North Spur,2026-02-18,2026-03-01,2026-03-12,80799.62,4039.98,76759.64,0.00,0.00
PA-00586,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z1 Compound,2025-03-01,2025-03-16,2025-03-30,103681.06,5184.05,98497.01,0.00,0.00
PA-00587,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z4 Escarpment,2025-05-20,2025-05-26,2025-06-07,180347.45,9017.37,171330.08,0.00,0.00
PA-00588,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z4 Escarpment,2026-07-25,2026-07-31,2026-08-13,181784.44,9089.22,172695.22,0.00,0.00
PA-00589,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z3 Wadi Crossing,2025-11-30,2025-12-04,2025-12-23,210987.68,10549.38,200438.30,0.00,0.00
PA-00590,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z4 Escarpment,2025-04-20,2025-04-27,2025-04-29,97529.51,4876.47,92653.04,0.00,0.00
PA-00591,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z4 Escarpment,2025-09-23,2025-09-27,2025-10-17,214251.99,10712.59,203539.40,0.00,0.00
PA-00592,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z4 Escarpment,2025-04-10,2025-04-23,2025-04-25,461316.60,23065.83,438250.77,0.00,0.00
PA-00593,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z4 Escarpment,2026-05-22,2026-05-31,2026-06-12,246544.32,12327.21,234217.11,0.00,0.00
PA-00594,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z4 Escarpment,2025-07-09,2025-07-14,2025-07-19,36951.85,1847.59,35104.26,0.00,0.00
PA-00595,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z2 North Spur,2026-04-01,2026-04-13,2026-04-25,213544.90,10677.24,202867.66,0.00,0.00
PA-00596,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z4 Escarpment,2025-10-16,2025-11-01,2025-11-13,193822.49,9691.12,184131.37,0.00,0.00
PA-00597,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z1 Compound,2025-06-26,2025-07-05,2025-07-18,167594.41,8379.72,159214.69,0.00,0.00
PA-00598,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z1 Compound,2026-06-27,2026-07-08,2026-07-27,242703.17,12135.15,230568.02,0.00,0.00
PA-00599,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z3 Wadi Crossing,2025-05-19,2025-05-24,2025-06-02,168339.93,8416.99,159922.94,0.00,0.00
PA-00600,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z3 Wadi Crossing,2026-04-22,2026-05-08,2026-05-21,269014.91,13450.74,255564.17,0.00,0.00
PA-00601,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z2 North Spur,2026-08-20,2026-08-28,2026-09-06,40995.74,2049.78,38945.96,0.00,0.00
PA-00602,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z4 Escarpment,2026-07-21,2026-07-29,2026-08-12,183576.73,9178.83,174397.90,0.00,0.00
PA-00603,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z2 North Spur,2026-03-26,2026-04-07,2026-04-13,86541.54,4327.07,82214.47,0.00,0.00
PA-00604,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z2 North Spur,2026-06-27,2026-07-04,2026-07-09,47818.61,2390.93,45427.68,0.00,0.00
PA-00605,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z1 Compound,2025-11-19,2025-11-30,2025-12-14,62211.02,3110.55,59100.47,0.00,0.00
PA-00606,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z4 Escarpment,2025-06-20,2025-07-02,2025-07-16,125299.62,6264.98,119034.64,0.00,0.00
PA-00607,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z3 Wadi Crossing,2025-05-03,2025-05-13,2025-05-19,288111.27,14405.56,273705.71,0.00,0.00
PA-00608,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z4 Escarpment,2026-08-14,2026-08-27,2026-09-13,171545.02,8577.25,162967.77,0.00,0.00
PA-00609,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z2 North Spur,2025-07-15,2025-07-21,2025-08-09,118237.40,5911.87,112325.53,0.00,0.00
PA-00610,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z1 Compound,2026-05-27,2026-06-08,2026-06-24,47873.44,2393.67,45479.77,0.00,0.00
PA-00611,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z1 Compound,2025-04-13,2025-04-22,2025-05-10,177311.79,8865.58,168446.21,0.00,0.00
PA-00612,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z4 Escarpment,2026-05-25,2026-06-02,2026-06-13,139792.17,6989.60,132802.57,0.00,0.00
PA-00613,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z3 Wadi Crossing,2025-07-07,2025-07-14,2025-08-09,88779.08,4438.95,84340.13,0.00,0.00
PA-00614,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z4 Escarpment,2025-10-15,2025-10-28,2025-11-09,16206.65,810.33,15396.32,0.00,0.00
PA-00615,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z3 Wadi Crossing,2025-07-19,2025-08-08,2025-08-14,400669.30,20033.46,380635.84,0.00,0.00
PA-00616,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z2 North Spur,2025-03-06,2025-03-21,2025-04-04,74942.36,3747.11,71195.25,0.00,0.00
PA-00617,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z4 Escarpment,2026-06-05,2026-06-12,2026-07-03,51246.19,2562.30,48683.89,0.00,0.00
PA-00618,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z3 Wadi Crossing,2026-02-19,2026-03-03,2026-03-22,110548.79,5527.43,105021.36,0.00,0.00
PA-00619,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z1 Compound,2025-06-03,2025-06-20,2025-06-22,75081.80,3754.09,71327.71,0.00,0.00
PA-00620,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z3 Wadi Crossing,2025-06-29,2025-07-13,2025-07-28,160540.59,8027.02,152513.57,0.00,0.00
PA-00621,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z4 Escarpment,2026-02-01,2026-02-08,2026-02-13,122237.73,6111.88,116125.85,0.00,0.00
PA-00622,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z1 Compound,2025-04-02,2025-04-13,2025-04-19,363685.11,18184.25,345500.86,0.00,0.00
PA-00623,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z2 North Spur,2026-03-29,2026-04-06,2026-04-26,300923.60,15046.18,285877.42,0.00,0.00
PA-00624,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z1 Compound,2025-05-12,2025-05-25,2025-06-04,184158.83,9207.94,174950.89,0.00,0.00
PA-00625,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z3 Wadi Crossing,2025-08-06,2025-08-24,2025-08-28,298146.36,14907.31,283239.05,0.00,0.00
PA-00626,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z1 Compound,2025-05-29,2025-06-06,2025-06-11,33687.72,1684.38,32003.34,0.00,0.00
PA-00627,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z2 North Spur,2026-01-31,2026-02-15,2026-03-04,364142.94,18207.14,345935.80,0.00,0.00
PA-00628,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z1 Compound,2025-06-14,2025-06-22,2025-06-27,291039.65,14551.98,276487.67,0.00,0.00
PA-00629,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z2 North Spur,2026-05-21,2026-05-26,2026-06-07,21540.01,1077.00,20463.01,0.00,0.00
PA-00630,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z1 Compound,2026-02-20,2026-02-28,2026-03-16,49086.97,2454.34,46632.63,0.00,0.00
PA-00631,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z3 Wadi Crossing,2025-05-09,2025-05-17,2025-05-21,219994.52,10999.72,208994.80,0.00,0.00
PA-00632,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z1 Compound,2026-07-25,2026-08-05,2026-08-10,62903.93,3145.19,59758.74,0.00,0.00
PA-00633,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z4 Escarpment,2026-01-16,2026-02-02,2026-02-05,216653.94,10832.69,205821.25,0.00,0.00
PA-00634,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z4 Escarpment,2026-08-11,2026-08-21,2026-08-24,61024.05,3051.20,57972.85,0.00,0.00
PA-00635,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z4 Escarpment,2026-05-21,2026-06-06,2026-06-11,254092.00,12704.60,241387.40,0.00,0.00
PA-00636,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z3 Wadi Crossing,2025-02-28,2025-03-10,2025-03-29,149066.61,7453.33,141613.28,0.00,0.00
PA-00637,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z4 Escarpment,2025-10-14,2025-10-23,2025-10-31,463170.85,23158.54,440012.31,0.00,0.00
PA-00638,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z4 Escarpment,2025-06-19,2025-06-28,2025-07-04,560673.41,28033.67,532639.74,0.00,0.00
PA-00639,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z2 North Spur,2025-07-24,2025-08-01,2025-08-15,49641.05,2482.05,47159.00,0.00,0.00
PA-00640,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z4 Escarpment,2025-07-30,2025-08-11,2025-08-21,309251.96,15462.59,293789.37,0.00,0.00
PA-00641,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z2 North Spur,2026-01-21,2026-01-28,2026-02-17,43901.52,2195.07,41706.45,0.00,0.00
PA-00642,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z3 Wadi Crossing,2026-01-23,2026-02-08,2026-02-28,215334.57,10766.72,204567.85,0.00,0.00
PA-00643,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z3 Wadi Crossing,2025-09-23,2025-10-06,2025-10-22,242676.59,12133.82,230542.77,0.00,0.00
PA-00644,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z3 Wadi Crossing,2025-10-27,2025-11-05,2025-11-26,34153.80,1707.69,32446.11,0.00,0.00
PA-00645,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z1 Compound,2026-06-02,2026-06-11,2026-07-02,86714.64,4335.73,82378.91,0.00,0.00
PA-00646,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z3 Wadi Crossing,2025-06-27,2025-07-11,2025-07-18,409893.45,20494.67,389398.78,0.00,0.00
PA-00647,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z2 North Spur,2026-05-10,2026-05-20,2026-05-28,257731.28,12886.56,244844.72,0.00,0.00
PA-00648,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z1 Compound,2025-07-17,2025-07-28,2025-08-18,96213.73,4810.68,91403.05,0.00,0.00
PA-00649,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z3 Wadi Crossing,2025-10-20,2025-10-24,2025-10-29,73936.78,3696.83,70239.95,0.00,0.00
PA-00650,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z4 Escarpment,2025-02-10,2025-02-19,2025-03-03,114341.23,5717.06,108624.17,0.00,0.00
PA-00651,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z2 North Spur,2025-02-10,2025-02-18,2025-02-24,390065.54,19503.27,370562.27,0.00,0.00
PA-00652,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z4 Escarpment,2025-08-10,2025-08-20,2025-08-29,63377.14,3168.85,60208.29,0.00,0.00
PA-00653,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z2 North Spur,2025-07-29,2025-08-07,2025-08-26,247973.23,12398.66,235574.57,0.00,0.00
PA-00654,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z4 Escarpment,2026-05-24,2026-06-07,2026-06-22,220953.01,11047.65,209905.36,0.00,0.00
PA-00655,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z4 Escarpment,2025-06-14,2025-06-21,2025-07-07,374291.92,18714.59,355577.33,0.00,0.00
PA-00656,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z3 Wadi Crossing,2025-10-06,2025-10-23,2025-10-28,210309.96,10515.49,199794.47,0.00,0.00
PA-00657,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z3 Wadi Crossing,2025-07-28,2025-08-08,2025-08-25,89069.67,4453.48,84616.19,0.00,0.00
PA-00658,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z4 Escarpment,2025-11-11,2025-11-25,2025-12-02,82321.97,4116.09,78205.88,0.00,0.00
PA-00659,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z1 Compound,2025-06-22,2025-07-02,2025-07-18,300595.57,15029.77,285565.80,0.00,0.00
PA-00660,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z1 Compound,2026-07-22,2026-08-07,2026-08-14,236322.09,11816.10,224505.99,0.00,0.00
PA-00661,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z3 Wadi Crossing,2025-05-30,2025-06-12,2025-06-23,296160.40,14808.02,281352.38,0.00,0.00
PA-00662,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z1 Compound,2025-02-28,2025-03-12,2025-03-25,161663.36,8083.16,153580.20,0.00,0.00
PA-00663,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z3 Wadi Crossing,2026-02-21,2026-03-05,2026-03-22,33413.26,1670.66,31742.60,0.00,0.00
PA-00664,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z1 Compound,2026-03-05,2026-03-20,2026-04-02,290012.58,14500.62,275511.96,0.00,0.00
PA-00665,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z3 Wadi Crossing,2026-01-15,2026-01-31,2026-02-10,253482.54,12674.12,240808.42,0.00,0.00
PA-00666,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z3 Wadi Crossing,2025-03-22,2025-03-31,2025-04-06,178361.44,8918.07,169443.37,0.00,0.00
PA-00667,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z1 Compound,2025-08-04,2025-08-15,2025-08-18,176053.72,8802.68,167251.04,0.00,0.00
PA-00668,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z4 Escarpment,2025-01-15,2025-01-23,2025-02-13,88993.72,4449.68,84544.04,0.00,0.00
PA-00669,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z2 North Spur,2025-10-16,2025-10-18,2025-10-23,37516.60,1875.83,35640.77,0.00,0.00
PA-00670,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z3 Wadi Crossing,2026-07-02,2026-07-14,2026-07-28,38587.62,1929.38,36658.24,0.00,0.00
PA-00671,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z3 Wadi Crossing,2026-06-22,2026-06-25,2026-07-12,150808.37,7540.41,143267.96,0.00,0.00
PA-00672,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z1 Compound,2025-06-22,2025-06-27,2025-07-13,96171.04,4808.55,91362.49,0.00,0.00
PA-00673,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z4 Escarpment,2026-08-16,2026-08-27,2026-09-10,148510.13,7425.50,141084.63,0.00,0.00
PA-00674,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z4 Escarpment,2026-01-12,2026-01-17,2026-02-02,498772.90,24938.64,473834.26,0.00,0.00
PA-00675,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z3 Wadi Crossing,2026-08-25,2026-08-30,2026-09-11,148528.42,7426.42,141102.00,0.00,0.00
PA-00676,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z3 Wadi Crossing,2026-04-27,2026-05-07,2026-05-26,62974.90,3148.74,59826.16,0.00,0.00
PA-00677,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z3 Wadi Crossing,2026-01-14,2026-01-26,2026-02-13,93596.51,4679.82,88916.69,0.00,0.00
PA-00678,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z3 Wadi Crossing,2026-01-31,2026-10-22,2026-10-28,526097.77,26304.88,499792.89,0.00,0.00
PA-00679,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z2 North Spur,2026-07-31,2026-08-07,2026-08-18,120080.89,6004.04,114076.85,0.00,0.00
PA-00680,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z3 Wadi Crossing,2026-06-28,2026-07-11,2026-07-27,62642.58,3132.12,59510.46,0.00,0.00
PA-00681,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z3 Wadi Crossing,2025-07-04,2025-07-11,2025-07-27,85948.53,4297.42,81651.11,0.00,0.00
PA-00682,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z4 Escarpment,2026-03-15,2026-03-16,2026-03-25,18738.66,936.93,17801.73,0.00,0.00
PA-00683,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z2 North Spur,2026-02-12,2026-02-19,2026-02-21,27912.32,1395.61,26516.71,0.00,0.00
PA-00684,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z1 Compound,2025-09-21,2025-10-05,2025-10-24,290208.49,14510.42,275698.07,0.00,0.00
PA-00685,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z1 Compound,2025-11-12,2025-11-26,2025-12-13,303198.46,15159.92,288038.54,0.00,0.00
PA-00686,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z4 Escarpment,2025-04-21,2025-05-06,2025-05-16,300607.19,15030.35,285576.84,0.00,0.00
PA-00687,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z1 Compound,2026-03-18,2026-03-29,2026-04-09,322475.95,16123.79,306352.16,0.00,0.00
PA-00688,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z3 Wadi Crossing,2025-10-14,2025-10-25,2025-10-30,208968.05,10448.40,198519.65,0.00,0.00
PA-00689,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z1 Compound,2025-06-30,2025-07-11,2025-07-28,223780.90,11189.04,212591.86,0.00,0.00
PA-00690,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z1 Compound,2025-06-29,2025-07-15,2025-07-30,302906.02,15145.30,287760.72,0.00,0.00
PA-00691,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z1 Compound,2026-06-27,2026-07-02,2026-07-20,106452.66,5322.63,101130.03,0.00,0.00
PA-00692,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z1 Compound,2025-06-08,2025-06-24,2025-07-05,124892.82,6244.64,118648.18,0.00,0.00
PA-00693,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z4 Escarpment,2026-06-01,2026-06-07,2026-06-27,156822.32,7841.11,148981.21,0.00,0.00
