line_ref,application_no,line_no,work_date,site,item_code,description,unit,site_zone,ground_class,quantity,rate_applied,amount,night_work,record_ref
PA-00017-03,PA-00017,3,2025-08-21,S-03 Access Road,B.21.040,"Reinforced concrete to walls, C32/40",m3,Z1 Compound,,290,448.00,129920.00,N,PR-00150
PA-00017-04,PA-00017,4,2025-08-22,S-03 Access Road,A.14.020,Backfilling to trenches with selected arisings,m3,Z1 Compound,G5 Sound Rock,410,36.51,14969.10,N,
PA-00017-05,PA-00017,5,2025-08-21,S-03 Access Road,C.31.040,"Concrete surround to pipe, Class A bedding",lm,Z1 Compound,,23,73.10,1681.30,N,
PA-00017-06,PA-00017,6,2025-08-22,S-03 Access Road,B.23.020,"Mesh reinforcement, A393, laid and lapped",m2,Z1 Compound,,813,144.00,117072.00,N,JS-00128
PA-00017-07,PA-00017,7,2025-08-27,S-03 Access Road,A.12.040,"Excavation in trench, depth exceeding 4 m",m3,Z1 Compound,G1 Loose Sand,366,65.05,23808.30,N,DX-00106
PA-00017-08,PA-00017,8,2025-08-25,S-03 Access Road,C.31.010,"uPVC drainage pipe, 225 mm, laid and jointed",lm,Z1 Compound,G4 Weathered Rock,45,123.50,5557.50,N,
PA-00017-09,PA-00017,9,2025-08-25,S-03 Access Road,D.41.030,"Stone mastic asphalt surface course, 40 mm",m2,Z1 Compound,,147,93.15,13693.05,N,
PA-00017-10,PA-00017,10,2025-08-27,S-03 Access Road,D.41.040,"Capping layer, 300 mm compacted",m2,Z1 Compound,,737,29.99,22102.63,N,CT-00150
PA-00017-11,PA-00017,11,2025-08-24,S-03 Access Road,A.12.030,"Excavation in trench, depth 2 m to 4 m",m3,Z1 Compound,G4 Weathered Rock,90,77.23,6950.70,Y,DX-00104
PA-00017-12,PA-00017,12,2025-08-25,S-03 Access Road,B.21.010,"Blinding concrete, C15/20, thickness 75 mm",m2,Z1 Compound,,407,29.60,12047.20,N,
PA-00018-01,PA-00018,1,2025-02-15,S-03 Access Road,E.51.010,"Wet weather standby, plant and operator",hour,Z1 Compound,,7,246.00,1722.00,N,MO-00014
PA-00018-02,PA-00018,2,2025-02-15,S-03 Access Road,B.25.010,Cast-in sockets and holding-down bolt assemblies,no.,Z1 Compound,,4,821.47,3285.88,N,
PA-00018-03,PA-00018,3,2025-02-19,S-03 Access Road,B.22.010,"Formwork to vertical faces, basic finish",m2,Z1 Compound,,104,71.52,7438.08,N,
PA-00018-04,PA-00018,4,2025-02-15,S-03 Access Road,A.11.030,"Grubbing up tree roots, girth exceeding 600 mm",no.,Z1 Compound,,5,148.00,740.00,N,
PA-00018-05,PA-00018,5,2025-02-20,S-03 Access Road,B.21.030,"Reinforced concrete to slabs, C32/40",m3,Z1 Compound,,400,389.00,155600.00,N,PR-00020
PA-00018-06,PA-00018,6,2025-02-21,S-03 Access Road,C.35.010,CCTV survey of completed drainage run,lm,Z1 Compound,,287,9.40,2697.80,N,CV-00008
PA-00018-07,PA-00018,7,2025-02-16,S-03 Access Road,A.12.020,"Excavation in trench, depth not exceeding 2 m",m3,Z1 Compound,G4 Weathered Rock,271,47.85,12967.35,N,
PA-00019-01,PA-00019,1,2025-04-08,S-02 Platform South,E.51.030,"Standing time, tracked excavator and operator",hour,Z2 North Spur,,1,312.00,312.00,N,PS-00017
PA-00019-02,PA-00019,2,2025-04-01,S-02 Platform South,A.16.010,"Dewatering by wellpoint, per week in operation",week,Z2 North Spur,,1,1568.80,1568.80,N,DW-00014
PA-00019-03,PA-00019,3,2025-04-09,S-02 Platform South,A.15.020,"Earthwork support to trenches, depth exceeding 2 m",m2,Z2 North Spur,G2 Firm Sabkha,679,52.47,35627.13,N,
PA-00019-04,PA-00019,4,2025-04-03,S-02 Platform South,B.21.020,"Reinforced concrete to foundations, C32/40",m3,Z2 North Spur,,140,536.68,75135.20,Y,PR-00052
PA-00019-05,PA-00019,5,2025-04-12,S-02 Platform South,C.31.010,"uPVC drainage pipe, 225 mm, laid and jointed",lm,Z2 North Spur,G5 Sound Rock,347,151.61,52608.67,N,
PA-00020-01,PA-00020,1,2025-09-29,S-02 Platform South,D.44.010,"Road stud, reflective, bedded in resin",no.,Z1 Compound,,4,31.80,127.20,N,
PA-00020-02,PA-00020,2,2025-10-04,S-02 Platform South,A.12.050,Excavation for manholes and chambers,m3,Z1 Compound,G2 Firm Sabkha,398,52.40,20855.20,N,
PA-00020-03,PA-00020,3,2025-10-05,S-02 Platform South,B.22.010,"Formwork to vertical faces, basic finish",m2,Z1 Compound,,171,69.29,11848.59,N,
PA-00020-04,PA-00020,4,2025-10-05,S-02 Platform South,A.13.030,Double handling of stockpiled material,m3,Z1 Compound,,156,9.80,1528.80,N,
PA-00020-05,PA-00020,5,2025-10-05,S-02 Platform South,B.25.010,Cast-in sockets and holding-down bolt assemblies,no.,Z1 Compound,,3,822.13,2466.39,N,
PA-00020-06,PA-00020,6,2025-09-28,S-02 Platform South,C.31.030,"uPVC drainage pipe, 150 mm, laid and jointed",lm,Z1 Compound,G2 Firm Sabkha,293,54.80,16056.40,N,
PA-00020-07,PA-00020,7,2025-10-05,S-02 Platform South,A.11.010,"Site clearance, vegetation and topsoil strip",m2,Z1 Compound,,778,3.85,2995.30,N,
PA-00020-08,PA-00020,8,2025-10-06,S-02 Platform South,D.41.030,"Stone mastic asphalt surface course, 40 mm",m2,Z1 Compound,,849,95.48,81062.52,N,
PA-00020-09,PA-00020,9,2025-09-30,S-02 Platform South,B.23.010,"High-yield reinforcement bar, cut, bent and fixed",tonne,Z1 Compound,,3,4121.90,12365.70,N,JS-00153
PA-00020-10,PA-00020,10,2025-10-10,S-02 Platform South,B.24.010,"Waterstop to construction joints, 230 mm",lm,Z1 Compound,,333,67.40,22444.20,N,
PA-00020-11,PA-00020,11,2025-10-06,S-02 Platform South,E.52.010,"Joint survey and setting out, chainage band",no.,Z1 Compound,,5,478.00,2390.00,N,JS-00162
PA-00020-12,PA-00020,12,2025-10-13,S-02 Platform South,B.22.030,"Formwork to edges and risers, height to 500 mm",lm,Z1 Compound,,85,42.60,3621.00,N,
PA-00021-01,PA-00021,1,2026-07-29,S-05 Compound Extension,A.12.010,General excavation to reduce level,m3,Z4 Escarpment,G1 Loose Sand,388,26.42,10250.96,N,
PA-00021-02,PA-00021,2,2026-08-10,S-05 Compound Extension,C.32.020,Gully pot and connection to carrier drain,no.,Z4 Escarpment,,3,367.36,1102.08,N,
PA-00021-03,PA-00021,3,2026-07-30,S-05 Compound Extension,B.21.020,"Reinforced concrete to foundations, C32/40",m3,Z4 Escarpment,,140,552.32,77324.80,N,PR-00353
PA-00021-04,PA-00021,4,2026-07-30,S-05 Compound Extension,A.12.040,"Excavation in trench, depth exceeding 4 m",m3,Z4 Escarpment,G4 Weathered Rock,248,88.58,21967.84,N,DX-00258
PA-00022-01,PA-00022,1,2025-11-07,S-04 Drainage Corridor,A.12.040,"Excavation in trench, depth exceeding 4 m",m3,Z2 North Spur,G2 Firm Sabkha,353,73.35,25892.55,N,DX-00145
PA-00022-02,PA-00022,2,2025-11-03,S-04 Drainage Corridor,A.11.030,"Grubbing up tree roots, girth exceeding 600 mm",no.,Z2 North Spur,,3,156.88,470.64,N,
PA-00022-03,PA-00022,3,2025-11-11,S-04 Drainage Corridor,C.31.010,"uPVC drainage pipe, 225 mm, laid and jointed",lm,Z2 North Spur,G4 Weathered Rock,163,98.13,15995.19,N,
PA-00022-04,PA-00022,4,2025-10-30,S-04 Drainage Corridor,B.23.020,"Mesh reinforcement, A393, laid and lapped",m2,Z2 North Spur,,588,152.80,89846.40,N,JS-00182
PA-00022-05,PA-00022,5,2025-11-03,S-04 Drainage Corridor,D.44.010,"Road stud, reflective, bedded in resin",no.,Z2 North Spur,,2,33.71,67.42,N,
PA-00022-06,PA-00022,6,2025-11-09,S-04 Drainage Corridor,A.16.010,"Dewatering by wellpoint, per week in operation",week,Z2 North Spur,,1,1615.44,1615.44,N,DW-00057
PA-00022-07,PA-00022,7,2025-11-13,S-04 Drainage Corridor,D.41.040,"Capping layer, 300 mm compacted",m2,Z2 North Spur,,161,31.79,5118.19,N,CT-00196
PA-00022-08,PA-00022,8,2025-10-31,S-04 Drainage Corridor,B.21.050,"Mass concrete fill to voids, C20/25",m3,Z2 North Spur,,15,313.76,4706.40,N,
PA-00022-09,PA-00022,9,2025-10-29,S-04 Drainage Corridor,B.21.030,"Reinforced concrete to slabs, C32/40",m3,Z2 North Spur,,174,412.34,71747.16,N,PR-00198
PA-00023-01,PA-00023,1,2026-05-02,S-05 Compound Extension,B.27.010,"Movement joint, 20 mm, sealed both faces",lm,Z4 Escarpment,,180,114.56,20620.80,N,
PA-00023-02,PA-00023,2,2026-05-01,S-05 Compound Extension,D.44.010,"Road stud, reflective, bedded in resin",no.,Z4 Escarpment,,7,40.70,284.90,N,
PA-00023-03,PA-00023,3,2026-05-06,S-05 Compound Extension,D.43.010,"Road marking, thermoplastic, 100 mm line",lm,Z4 Escarpment,,340,18.94,6439.60,Y,
PA-00023-04,PA-00023,4,2026-04-30,S-05 Compound Extension,B.21.040,"Reinforced concrete to walls, C32/40",m3,Z4 Escarpment,,350,573.44,200704.00,N,PR-00306
PA-00023-05,PA-00023,5,2026-04-30,S-05 Compound Extension,A.14.030,"Geotextile separation membrane, laid and lapped",m2,Z4 Escarpment,,637,18.69,11905.53,N,
PA-00023-06,PA-00023,6,2026-04-30,S-05 Compound Extension,D.41.050,Bitumen tack coat between courses,m2,Z4 Escarpment,,140,7.94,1111.60,N,
PA-00023-07,PA-00023,7,2026-05-03,S-05 Compound Extension,A.15.020,"Earthwork support to trenches, depth exceeding 2 m",m2,Z4 Escarpment,G4 Weathered Rock,164,63.36,10391.04,N,
PA-00023-08,PA-00023,8,2026-05-05,S-05 Compound Extension,E.51.010,"Wet weather standby, plant and operator",hour,Z4 Escarpment,,4,246.00,984.00,N,MO-00114
PA-00023-09,PA-00023,9,2026-05-03,S-05 Compound Extension,A.12.030,"Excavation in trench, depth 2 m to 4 m",m3,Z4 Escarpment,G4 Weathered Rock,373,60.93,22726.89,N,DX-00213
PA-00023-10,PA-00023,10,2026-05-07,S-05 Compound Extension,B.25.010,Cast-in sockets and holding-down bolt assemblies,no.,Z4 Escarpment,,1,1055.13,1055.13,N,
PA-00024-01,PA-00024,1,2025-03-14,S-02 Platform South,C.35.010,CCTV survey of completed drainage run,lm,Z3 Wadi Crossing,,199,10.76,2141.24,N,CV-00015
PA-00024-02,PA-00024,2,2025-03-09,S-02 Platform South,C.33.010,"Ducting, 4-way 110 mm, bedded in sand",lm,Z3 Wadi Crossing,G2 Firm Sabkha,215,67.67,14549.05,N,
PA-00024-03,PA-00024,3,2025-03-14,S-02 Platform South,A.13.010,Disposal of excavated material off site,m3,Z3 Wadi Crossing,,234,21.64,5063.76,N,
PA-00024-04,PA-00024,4,2025-03-13,S-02 Platform South,A.15.010,"Earthwork support to trenches, depth to 2 m",m2,Z3 Wadi Crossing,G3 Cemented Fill,544,40.78,22184.32,N,
PA-00024-05,PA-00024,5,2025-03-16,S-02 Platform South,C.35.010,CCTV survey of completed drainage run,lm,Z3 Wadi Crossing,,331,10.76,3561.56,N,CV-00016
PA-00024-06,PA-00024,6,2025-03-14,S-02 Platform South,B.21.040,"Reinforced concrete to walls, C32/40",m3,Z3 Wadi Crossing,,103,692.50,71327.50,N,PR-00034
PA-00025-01,PA-00025,1,2025-12-29,S-01 Platform North,A.14.020,Backfilling to trenches with selected arisings,m3,Z1 Compound,G5 Sound Rock,136,22.40,3046.40,N,
PA-00025-02,PA-00025,2,2025-12-25,S-01 Platform North,A.12.010,General excavation to reduce level,m3,Z1 Compound,G1 Loose Sand,414,20.00,8280.00,N,
PA-00025-03,PA-00025,3,2026-01-05,S-01 Platform North,B.21.020,"Reinforced concrete to foundations, C32/40",m3,Z1 Compound,,61,431.50,26321.50,N,PR-00234
PA-00025-04,PA-00025,4,2026-01-04,S-01 Platform North,B.26.010,"Surface treatment, power float to slabs",m2,Z1 Compound,,208,17.20,3577.60,N,
PA-00025-05,PA-00025,5,2025-12-31,S-01 Platform North,C.32.020,Gully pot and connection to carrier drain,no.,Z1 Compound,,2,287.00,574.00,N,
PA-00025-06,PA-00025,6,2026-01-10,S-01 Platform North,E.51.030,"Standing time, tracked excavator and operator",hour,Z1 Compound,,1,312.00,312.00,N,PS-00085
PA-00025-07,PA-00025,7,2025-12-26,S-01 Platform North,B.26.010,"Surface treatment, power float to slabs",m2,Z1 Compound,,45,17.20,774.00,N,
PA-00025-08,PA-00025,8,2026-01-03,S-01 Platform North,D.41.010,"Sub-base, Type 1 granular, 250 mm compacted",m2,Z1 Compound,,149,38.46,5730.54,N,CT-00238
PA-00025-09,PA-00025,9,2026-01-06,S-01 Platform North,B.21.040,"Reinforced concrete to walls, C32/40",m3,Z1 Compound,,225,448.00,100800.00,N,PR-00236
PA-00025-10,PA-00025,10,2026-01-07,S-01 Platform North,E.52.010,"Joint survey and setting out, chainage band",no.,Z1 Compound,,3,478.00,1434.00,N,JS-00228
PA-00025-11,PA-00025,11,2026-01-10,S-01 Platform North,E.54.010,"Temporary haul road, maintained, per week",week,Z1 Compound,,1,948.00,948.00,N,
PA-00026-01,PA-00026,1,2026-05-14,S-02 Platform South,A.13.020,"Retention of excavated material on site, stockpiled",m3,Z4 Escarpment,,415,8.19,3398.85,N,
PA-00026-02,PA-00026,2,2026-05-07,S-02 Platform South,A.16.010,"Dewatering by wellpoint, per week in operation",week,Z4 Escarpment,,1,1950.72,1950.72,N,DW-00090
PA-00026-03,PA-00026,3,2026-05-14,S-02 Platform South,A.12.010,General excavation to reduce level,m3,Z4 Escarpment,G3 Cemented Fill,277,26.42,7318.34,N,
PA-00026-04,PA-00026,4,2026-05-14,S-02 Platform South,C.31.030,"uPVC drainage pipe, 150 mm, laid and jointed",lm,Z4 Escarpment,G1 Loose Sand,171,70.14,11993.94,N,
PA-00026-05,PA-00026,5,2026-05-09,S-02 Platform South,B.27.010,"Movement joint, 20 mm, sealed both faces",lm,Z4 Escarpment,,70,114.56,8019.20,N,
PA-00026-06,PA-00026,6,2026-05-10,S-02 Platform South,B.21.030,"Reinforced concrete to slabs, C32/40",m3,Z4 Escarpment,,213,497.92,106056.96,N,PR-00311
PA-00026-07,PA-00026,7,2026-05-08,S-02 Platform South,B.25.010,Cast-in sockets and holding-down bolt assemblies,no.,Z4 Escarpment,,6,1055.13,6330.78,N,
PA-00026-08,PA-00026,8,2026-05-12,S-02 Platform South,C.32.020,Gully pot and connection to carrier drain,no.,Z4 Escarpment,,3,367.36,1102.08,N,
PA-00026-09,PA-00026,9,2026-05-14,S-02 Platform South,E.52.010,"Joint survey and setting out, chainage band",no.,Z4 Escarpment,,2,478.00,956.00,N,JS-00296
PA-00026-10,PA-00026,10,2026-05-15,S-02 Platform South,A.13.010,Disposal of excavated material off site,m3,Z4 Escarpment,,246,22.74,5594.04,N,
PA-00027-01,PA-00027,1,2025-10-03,S-01 Platform North,A.14.030,"Geotextile separation membrane, laid and lapped",m2,Z1 Compound,,790,14.60,11534.00,N,
PA-00027-02,PA-00027,2,2025-10-01,S-01 Platform North,D.44.010,"Road stud, reflective, bedded in resin",no.,Z1 Compound,,1,31.80,31.80,N,
PA-00027-03,PA-00027,3,2025-09-28,S-01 Platform North,B.21.040,"Reinforced concrete to walls, C32/40",m3,Z1 Compound,,330,448.00,147840.00,N,PR-00175
PA-00027-04,PA-00027,4,2025-10-03,S-01 Platform North,A.16.010,"Dewatering by wellpoint, per week in operation",week,Z1 Compound,,1,1524.00,1524.00,N,DW-00052
PA-00027-05,PA-00027,5,2025-10-05,S-01 Platform North,A.13.010,Disposal of excavated material off site,m3,Z1 Compound,,66,17.77,1172.82,N,
PA-00027-06,PA-00027,6,2025-10-02,S-01 Platform North,D.41.050,Bitumen tack coat between courses,m2,Z1 Compound,,340,6.20,2108.00,N,
PA-00027-07,PA-00027,7,2025-09-20,S-01 Platform North,B.21.010,"Blinding concrete, C15/20, thickness 75 mm",m2,Z1 Compound,,75,29.60,2220.00,N,
PA-00027-08,PA-00027,8,2025-10-06,S-01 Platform North,A.11.020,"Removal of existing hardstanding, broken out",m2,Z1 Compound,G3 Cemented Fill,395,12.40,4898.00,N,
PA-00027-09,PA-00027,9,2025-10-02,S-01 Platform North,A.13.010,Disposal of excavated material off site,m3,Z1 Compound,,216,17.77,3838.32,N,
PA-00027-10,PA-00027,10,2025-10-07,S-01 Platform North,C.31.020,"Ductile iron pipe, 400 mm, laid and jointed",lm,Z1 Compound,G4 Weathered Rock,257,214.00,54998.00,N,PT-00136
PA-00027-11,PA-00027,11,2025-10-06,S-01 Platform North,B.22.020,"Formwork to soffits, propped, height to 3.5 m",m2,Z1 Compound,,769,91.80,70594.20,N,
PA-00027-12,PA-00027,12,2025-10-01,S-01 Platform North,C.32.020,Gully pot and connection to carrier drain,no.,Z1 Compound,,4,287.00,1148.00,N,
PA-00027-13,PA-00027,13,2025-09-30,S-01 Platform North,D.41.040,"Capping layer, 300 mm compacted",m2,Z1 Compound,,763,29.99,22882.37,N,CT-00170
PA-00028-01,PA-00028,1,2025-08-24,S-03 Access Road,A.13.010,Disposal of excavated material off site,m3,Z4 Escarpment,,206,22.74,4684.44,N,
PA-00028-02,PA-00028,2,2025-09-01,S-03 Access Road,B.21.050,"Mass concrete fill to voids, C20/25",m3,Z4 Escarpment,,273,378.88,103434.24,N,
PA-00028-03,PA-00028,3,2025-08-27,S-03 Access Road,D.41.020,"Dense bitumen macadam binder course, 60 mm",m2,Z4 Escarpment,,864,285.57,246732.48,N,
PA-00028-04,PA-00028,4,2025-08-31,S-03 Access Road,B.22.010,"Formwork to vertical faces, basic finish",m2,Z4 Escarpment,,183,88.68,16228.44,N,
PA-00029-01,PA-00029,1,2026-03-22,S-02 Platform South,D.41.010,"Sub-base, Type 1 granular, 250 mm compacted",m2,Z4 Escarpment,,890,50.83,45238.70,N,CT-00290
PA-00029-02,PA-00029,2,2026-03-25,S-02 Platform South,D.41.050,Bitumen tack coat between courses,m2,Z4 Escarpment,,239,7.94,1897.66,N,
PA-00029-03,PA-00029,3,2026-03-23,S-02 Platform South,D.41.030,"Stone mastic asphalt surface course, 40 mm",m2,Z4 Escarpment,,170,125.64,21358.80,N,
PA-00029-04,PA-00029,4,2026-03-27,S-02 Platform South,A.16.010,"Dewatering by wellpoint, per week in operation",week,Z4 Escarpment,,1,1950.72,1950.72,N,DW-00084
PA-00029-05,PA-00029,5,2026-03-27,S-02 Platform South,C.32.030,"Precast manhole, 1800 mm diameter, depth to 5 m",no.,Z4 Escarpment,G3 Cemented Fill,3,3793.92,11381.76,N,PT-00216
PA-00029-06,PA-00029,6,2026-03-26,S-02 Platform South,C.31.010,"uPVC drainage pipe, 225 mm, laid and jointed",lm,Z4 Escarpment,G2 Firm Sabkha,144,121.15,17445.60,Y,
PA-00029-07,PA-00029,7,2026-03-23,S-02 Platform South,B.21.050,"Mass concrete fill to voids, C20/25",m3,Z4 Escarpment,,19,378.88,7198.72,N,
PA-00030-01,PA-00030,1,2026-03-16,S-01 Platform North,D.41.040,"Capping layer, 300 mm compacted",m2,Z2 North Spur,,184,32.83,6040.72,N,CT-00285
PA-00030-02,PA-00030,2,2026-03-10,S-01 Platform North,B.22.030,"Formwork to edges and risers, height to 500 mm",lm,Z2 North Spur,,39,45.16,1761.24,N,
PA-00030-03,PA-00030,3,2026-03-13,S-01 Platform North,D.42.020,"Precast concrete channel, bedded and haunched",lm,Z2 North Spur,,270,68.69,18546.30,N,
PA-00030-04,PA-00030,4,2026-03-10,S-01 Platform North,D.41.010,"Sub-base, Type 1 granular, 250 mm compacted",m2,Z2 North Spur,,368,42.09,15489.12,N,CT-00281
PA-00030-05,PA-00030,5,2026-03-11,S-01 Platform North,C.31.030,"uPVC drainage pipe, 150 mm, laid and jointed",lm,Z2 North Spur,G2 Firm Sabkha,282,58.09,16381.38,N,
PA-00030-06,PA-00030,6,2026-03-11,S-01 Platform North,E.51.010,"Wet weather standby, plant and operator",hour,Z2 North Spur,,5,246.00,1230.00,N,MO-00101
PA-00030-07,PA-00030,7,2026-03-15,S-01 Platform North,D.41.030,"Stone mastic asphalt surface course, 40 mm",m2,Z2 North Spur,,209,104.05,21746.45,N,
PA-00030-08,PA-00030,8,2026-03-15,S-01 Platform North,C.32.020,Gully pot and connection to carrier drain,no.,Z2 North Spur,,6,304.22,1825.32,N,
PA-00030-09,PA-00030,9,2026-03-11,S-01 Platform North,B.25.010,Cast-in sockets and holding-down bolt assemblies,no.,Z2 North Spur,,8,872.61,6980.88,N,
PA-00030-10,PA-00030,10,2026-03-12,S-01 Platform North,D.42.020,"Precast concrete channel, bedded and haunched",lm,Z2 North Spur,,377,68.69,25896.13,N,
PA-00031-01,PA-00031,1,2025-04-28,S-01 Platform North,B.21.030,"Reinforced concrete to slabs, C32/40",m3,Z1 Compound,,123,389.00,47847.00,N,PR-00070
PA-00031-02,PA-00031,2,2025-05-02,S-01 Platform North,C.31.040,"Concrete surround to pipe, Class A bedding",lm,Z1 Compound,,254,73.10,18567.40,N,
PA-00031-03,PA-00031,3,2025-05-03,S-01 Platform North,B.23.010,"High-yield reinforcement bar, cut, bent and fixed",tonne,Z1 Compound,,21,4121.90,86559.90,N,JS-00063
PA-00031-04,PA-00031,4,2025-05-01,S-01 Platform North,D.41.030,"Stone mastic asphalt surface course, 40 mm",m2,Z1 Compound,,377,91.72,34578.44,N,
PA-00031-05,PA-00031,5,2025-05-01,S-01 Platform North,D.44.010,"Road stud, reflective, bedded in resin",no.,Z1 Compound,,1,31.80,31.80,N,
PA-00031-06,PA-00031,6,2025-04-30,S-01 Platform North,A.12.050,Excavation for manholes and chambers,m3,Z1 Compound,G4 Weathered Rock,390,72.05,28099.50,N,
PA-00031-07,PA-00031,7,2025-05-02,S-01 Platform North,B.26.010,"Surface treatment, power float to slabs",m2,Z1 Compound,,422,17.20,7258.40,N,
PA-00031-08,PA-00031,8,2025-05-01,S-01 Platform North,C.33.010,"Ducting, 4-way 110 mm, bedded in sand",lm,Z1 Compound,G2 Firm Sabkha,330,59.10,19503.00,N,
PA-00032-01,PA-00032,1,2025-02-16,S-05 Compound Extension,D.41.030,"Stone mastic asphalt surface course, 40 mm",m2,Z2 North Spur,,668,95.15,63560.20,N,
PA-00032-02,PA-00032,2,2025-02-18,S-05 Compound Extension,A.15.010,"Earthwork support to trenches, depth to 2 m",m2,Z2 North Spur,G1 Loose Sand,853,31.69,27031.57,N,
PA-00032-03,PA-00032,3,2025-02-23,S-05 Compound Extension,A.13.010,Disposal of excavated material off site,m3,Z2 North Spur,,280,20.03,5608.40,N,
PA-00032-04,PA-00032,4,2025-02-21,S-05 Compound Extension,C.32.020,Gully pot and connection to carrier drain,no.,Z2 North Spur,,7,304.22,2129.54,N,
PA-00032-05,PA-00032,5,2025-02-20,S-05 Compound Extension,A.14.020,Backfilling to trenches with selected arisings,m3,Z2 North Spur,G2 Firm Sabkha,119,23.74,2825.06,N,
PA-00033-01,PA-00033,1,2025-09-05,S-01 Platform North,D.43.020,"Road marking, thermoplastic, hatched area",m2,Z1 Compound,,194,42.60,8264.40,N,
PA-00033-02,PA-00033,2,2025-09-01,S-01 Platform North,B.24.010,"Waterstop to construction joints, 230 mm",lm,Z1 Compound,,293,67.40,19748.20,N,
PA-00033-03,PA-00033,3,2025-09-02,S-01 Platform North,E.52.010,"Joint survey and setting out, chainage band",no.,Z1 Compound,,7,478.00,3346.00,N,JS-00137
PA-00033-04,PA-00033,4,2025-09-02,S-01 Platform North,A.16.010,"Dewatering by wellpoint, per week in operation",week,Z1 Compound,,1,1524.00,1524.00,N,DW-00043
PA-00033-05,PA-00033,5,2025-09-07,S-01 Platform North,B.24.010,"Waterstop to construction joints, 230 mm",lm,Z1 Compound,,131,67.40,8829.40,N,
PA-00033-06,PA-00033,6,2025-09-07,S-01 Platform North,E.51.020,"Traffic management, two-way signals, per day",day,Z1 Compound,,1,684.00,684.00,N,
PA-00033-07,PA-00033,7,2025-09-04,S-01 Platform North,E.52.010,"Joint survey and setting out, chainage band",no.,Z1 Compound,,7,478.00,3346.00,N,JS-00140
PA-00033-08,PA-00033,8,2025-09-07,S-01 Platform North,C.32.020,Gully pot and connection to carrier drain,no.,Z1 Compound,,2,287.00,574.00,N,
PA-00033-09,PA-00033,9,2025-09-07,S-01 Platform North,A.15.010,"Earthwork support to trenches, depth to 2 m",m2,Z1 Compound,G5 Sound Rock,684,51.83,35451.72,N,
