invoice_no,contract_ref,contractor,well_name,rig,field,well_class,period_start,period_end,invoice_date,net_amount,vat_amount,invoice_total,adjustment
MDS-00130,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-124,NG-Rig 32,Qarn Alam North,Extended Reach,18-Feb-2025,22-Feb-2025,10-Mar-2025,97504.55,14625.68,112130.23,0.00
MDS-00131,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-107,NG-Rig 30,Harran,HPHT,18-Feb-2025,20-Feb-2025,23-Feb-2025,54644.17,8196.63,62840.80,0.00
MDS-00132,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-036,NG-Rig 17,Qarn Alam North,Standard,20-Feb-2025,24-Feb-2025,20-Mar-2025,79863.50,11979.52,91843.02,0.00
MDS-00133,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-142,NG-Rig 35,Wadi Sahm,Standard,20-Feb-2025,25-Feb-2025,07-Mar-2025,234214.30,35132.14,269346.44,0.00
MDS-00134,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-002,NG-Rig 11,Burqan Deep,Standard,20-Feb-2025,25-Feb-2025,20-Mar-2025,84669.60,12700.44,97370.04,0.00
MDS-00135,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-178,NG-Rig 41,Qarn Alam North,Standard,20-Feb-2025,23-Feb-2025,27-Feb-2025,51849.37,7777.41,59626.78,0.00
MDS-00136,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-019,NG-Rig 14,Wadi Sahm,HPHT,20-Feb-2025,23-Feb-2025,10-Mar-2025,96488.58,14473.29,110961.87,0.00
MDS-00137,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-195,NG-Rig 44,Burqan Deep,Standard,20-Feb-2025,24-Feb-2025,24-Mar-2025,132865.55,19929.83,152795.38,0.00
MDS-00138,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-071,NG-Rig 23,Harran,Extended Reach,21-Feb-2025,23-Feb-2025,02-Mar-2025,102760.38,15414.06,118174.44,0.00
MDS-00139,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-053,NG-Rig 21,Burqan Deep,Standard,21-Feb-2025,24-Feb-2025,23-Mar-2025,98262.99,14739.45,113002.44,0.00
MDS-00140,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-107,NG-Rig 30,Harran,HPHT,21-Feb-2025,23-Feb-2025,25-Mar-2025,49751.87,7462.78,57214.65,0.00
MDS-00141,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-089,NG-Rig 26,Burqan Deep,Extended Reach,21-Feb-2025,26-Feb-2025,22-Mar-2025,116483.53,17472.53,133956.06,0.00
MDS-00142,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-124,NG-Rig 32,Qarn Alam North,Extended Reach,23-Feb-2025,26-Feb-2025,06-Mar-2025,64922.37,9738.36,74660.73,0.00
MDS-00143,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-160,NG-Rig 38,Qarn Alam North,Extended Reach,23-Feb-2025,27-Feb-2025,27-Mar-2025,75359.95,11303.99,86663.94,0.00
MDS-00144,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-212,NG-Rig 47,Burqan Deep,Standard,23-Feb-2025,28-Feb-2025,16-Mar-2025,128932.34,19339.85,148272.19,0.00
MDS-00145,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-071,NG-Rig 23,Harran,Extended Reach,24-Feb-2025,01-Mar-2025,18-Mar-2025,215659.30,32348.90,248008.20,0.00
MDS-00146,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-107,NG-Rig 30,Harran,HPHT,24-Feb-2025,26-Feb-2025,12-Mar-2025,91414.34,13712.15,105126.49,0.00
MDS-00147,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-178,NG-Rig 41,Qarn Alam North,Standard,24-Feb-2025,27-Feb-2025,26-Mar-2025,83410.80,12511.62,95922.42,0.00
MDS-00148,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-019,NG-Rig 14,Wadi Sahm,HPHT,24-Feb-2025,27-Feb-2025,19-Mar-2025,63402.21,9510.33,72912.54,0.00
MDS-00149,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-036,NG-Rig 17,Qarn Alam North,Standard,25-Feb-2025,27-Feb-2025,27-Mar-2025,56090.25,8413.54,64503.79,0.00
MDS-00150,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-053,NG-Rig 21,Burqan Deep,Standard,25-Feb-2025,27-Feb-2025,18-Mar-2025,49673.25,7450.99,57124.24,0.00
MDS-00151,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-195,NG-Rig 44,Burqan Deep,Standard,25-Feb-2025,01-Mar-2025,12-Mar-2025,132340.33,19851.05,152191.38,0.00
MDS-00152,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-142,NG-Rig 35,Wadi Sahm,Standard,26-Feb-2025,03-Mar-2025,20-Mar-2025,219851.41,32977.71,252829.12,0.00
MDS-00153,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-002,NG-Rig 11,Burqan Deep,Standard,26-Feb-2025,03-Mar-2025,10-Mar-2025,223205.74,33480.86,256686.60,0.00
MDS-00154,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-124,NG-Rig 32,Qarn Alam North,Extended Reach,27-Feb-2025,01-Mar-2025,27-Mar-2025,73879.85,11081.98,84961.83,0.00
MDS-00155,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-107,NG-Rig 30,Harran,HPHT,27-Feb-2025,01-Mar-2025,31-Mar-2025,89410.47,13411.57,102822.04,0.00
MDS-00156,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-089,NG-Rig 26,Burqan Deep,Extended Reach,27-Feb-2025,01-Mar-2025,31-Mar-2025,66061.37,9909.21,75970.58,0.00
MDS-00157,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-036,NG-Rig 17,Qarn Alam North,Standard,28-Feb-2025,02-Mar-2025,30-Mar-2025,60360.46,9054.07,69414.53,0.00
MDS-00158,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-053,NG-Rig 21,Burqan Deep,Standard,28-Feb-2025,02-Mar-2025,18-Mar-2025,49723.01,7458.45,57181.46,0.00
MDS-00159,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-160,NG-Rig 38,Qarn Alam North,Extended Reach,28-Feb-2025,05-Mar-2025,26-Mar-2025,173491.27,26023.69,199514.96,0.00
MDS-00160,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-178,NG-Rig 41,Qarn Alam North,Standard,28-Feb-2025,04-Mar-2025,17-Mar-2025,153916.33,23087.45,177003.78,0.00
MDS-00161,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-019,NG-Rig 14,Wadi Sahm,HPHT,28-Feb-2025,03-Mar-2025,24-Mar-2025,70865.44,10629.82,81495.26,0.00
MDS-00162,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-212,NG-Rig 47,Burqan Deep,Standard,01-Mar-2025,04-Mar-2025,12-Mar-2025,61769.75,9265.46,71035.21,0.00
MDS-00163,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-071,NG-Rig 23,Harran,Extended Reach,02-Mar-2025,06-Mar-2025,27-Mar-2025,195530.58,29329.59,224860.17,0.00
MDS-00164,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-107,NG-Rig 30,Harran,HPHT,02-Mar-2025,06-Mar-2025,17-Mar-2025,191715.60,28757.34,220472.94,0.00
MDS-00165,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-089,NG-Rig 26,Burqan Deep,Extended Reach,02-Mar-2025,07-Mar-2025,28-Mar-2025,172325.49,25848.82,198174.31,0.00
MDS-00166,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-195,NG-Rig 44,Burqan Deep,Standard,02-Mar-2025,05-Mar-2025,26-Mar-2025,112044.69,16806.70,128851.39,0.00
MDS-00167,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-036,NG-Rig 17,Qarn Alam North,Standard,03-Mar-2025,07-Mar-2025,15-Mar-2025,107326.09,16098.91,123425.00,0.00
MDS-00168,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-053,NG-Rig 21,Burqan Deep,Standard,03-Mar-2025,08-Mar-2025,15-Mar-2025,106909.88,16036.48,122946.36,0.00
MDS-00169,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-125,NG-Rig 32,Burqan Deep,Standard,04-Mar-2025,08-Mar-2025,20-Mar-2025,106065.48,15909.82,121975.30,0.00
MDS-00170,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-142,NG-Rig 35,Wadi Sahm,Standard,04-Mar-2025,06-Mar-2025,10-Mar-2025,115003.86,17250.58,132254.44,0.00
MDS-00171,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-002,NG-Rig 11,Burqan Deep,Standard,04-Mar-2025,08-Mar-2025,16-Mar-2025,184101.27,27615.19,211716.46,0.00
MDS-00172,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-019,NG-Rig 14,Wadi Sahm,HPHT,04-Mar-2025,07-Mar-2025,16-Mar-2025,188489.68,28273.45,216763.13,0.00
MDS-00173,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-178,NG-Rig 41,Qarn Alam North,Standard,05-Mar-2025,08-Mar-2025,25-Mar-2025,136730.96,20509.64,157240.60,0.00
MDS-00174,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-212,NG-Rig 47,Burqan Deep,Standard,05-Mar-2025,09-Mar-2025,12-Mar-2025,141207.00,21181.05,162388.05,0.00
MDS-00175,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-160,NG-Rig 38,Qarn Alam North,Extended Reach,06-Mar-2025,08-Mar-2025,17-Mar-2025,71808.01,10771.20,82579.21,0.00
MDS-00176,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-195,NG-Rig 44,Burqan Deep,Standard,06-Mar-2025,08-Mar-2025,28-Mar-2025,77925.71,11688.86,89614.57,0.00
MDS-00177,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-071,NG-Rig 23,Harran,Extended Reach,07-Mar-2025,09-Mar-2025,04-Apr-2025,102860.55,15429.08,118289.63,0.00
MDS-00178,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-142,NG-Rig 35,Wadi Sahm,Standard,07-Mar-2025,09-Mar-2025,28-Mar-2025,110516.69,16577.50,127094.19,0.00
MDS-00179,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-107,NG-Rig 30,Harran,HPHT,07-Mar-2025,10-Mar-2025,03-Apr-2025,171880.32,25782.05,197662.37,0.00
MDS-00180,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-036,NG-Rig 17,Qarn Alam North,Standard,08-Mar-2025,13-Mar-2025,25-Mar-2025,181021.46,27153.22,208174.68,0.00
MDS-00181,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-019,NG-Rig 14,Wadi Sahm,HPHT,08-Mar-2025,12-Mar-2025,22-Mar-2025,230906.51,34635.98,265542.49,0.00
MDS-00182,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-089,NG-Rig 26,Burqan Deep,Extended Reach,08-Mar-2025,10-Mar-2025,18-Mar-2025,102078.50,15311.78,117390.28,0.00
MDS-00183,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-125,NG-Rig 32,Burqan Deep,Standard,09-Mar-2025,13-Mar-2025,19-Mar-2025,73128.55,10969.28,84097.83,0.00
MDS-00184,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-002,NG-Rig 11,Burqan Deep,Standard,09-Mar-2025,11-Mar-2025,17-Mar-2025,100369.81,15055.47,115425.28,0.00
MDS-00185,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-053,NG-Rig 21,Burqan Deep,Standard,09-Mar-2025,14-Mar-2025,26-Mar-2025,123817.98,18572.70,142390.68,0.00
MDS-00186,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-160,NG-Rig 38,Qarn Alam North,Extended Reach,09-Mar-2025,14-Mar-2025,04-Apr-2025,164260.32,24639.05,188899.37,0.00
MDS-00187,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-178,NG-Rig 41,Qarn Alam North,Standard,09-Mar-2025,12-Mar-2025,20-Mar-2025,120716.07,18107.41,138823.48,0.00
MDS-00188,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-195,NG-Rig 44,Burqan Deep,Standard,09-Mar-2025,11-Mar-2025,14-Mar-2025,61433.27,9214.99,70648.26,0.00
MDS-00189,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-071,NG-Rig 23,Harran,Extended Reach,10-Mar-2025,11-Mar-2025,30-Mar-2025,77413.18,11611.98,89025.16,0.00
MDS-00190,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-212,NG-Rig 47,Burqan Deep,Standard,10-Mar-2025,12-Mar-2025,28-Mar-2025,76866.49,11529.97,88396.46,0.00
MDS-00191,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-107,NG-Rig 30,Harran,HPHT,11-Mar-2025,16-Mar-2025,05-Apr-2025,226367.15,33955.07,260322.22,0.00
MDS-00192,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-089,NG-Rig 26,Burqan Deep,Extended Reach,11-Mar-2025,15-Mar-2025,03-Apr-2025,167486.44,25122.97,192609.41,0.00
MDS-00193,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-002,NG-Rig 11,Burqan Deep,Standard,12-Mar-2025,14-Mar-2025,31-Mar-2025,142640.23,21396.03,164036.26,0.00
MDS-00194,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-143,NG-Rig 35,Harran,Standard,12-Mar-2025,15-Mar-2025,10-Apr-2025,100902.97,15135.45,116038.42,0.00
MDS-00195,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-195,NG-Rig 44,Burqan Deep,Standard,12-Mar-2025,17-Mar-2025,07-Apr-2025,92402.81,13860.42,106263.23,0.00
MDS-00196,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-178,NG-Rig 41,Qarn Alam North,Standard,13-Mar-2025,18-Mar-2025,05-Apr-2025,240741.52,36111.23,276852.75,0.00
MDS-00197,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-019,NG-Rig 14,Wadi Sahm,HPHT,13-Mar-2025,16-Mar-2025,10-Apr-2025,172865.95,25929.89,198795.84,0.00
MDS-00198,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-212,NG-Rig 47,Burqan Deep,Standard,13-Mar-2025,18-Mar-2025,11-Apr-2025,159225.32,23883.80,183109.12,0.00
MDS-00199,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-036,NG-Rig 17,Qarn Alam North,Standard,14-Mar-2025,17-Mar-2025,07-May-2025,112353.57,16853.04,129206.61,0.00
MDS-00200,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-125,NG-Rig 32,Burqan Deep,Standard,14-Mar-2025,17-Mar-2025,21-Mar-2025,78834.47,11825.17,90659.64,0.00
MDS-00201,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-002,NG-Rig 11,Burqan Deep,Standard,15-Mar-2025,19-Mar-2025,06-Apr-2025,230073.27,34510.99,264584.26,0.00
MDS-00202,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-053,NG-Rig 21,Burqan Deep,Standard,15-Mar-2025,17-Mar-2025,03-Apr-2025,70087.46,10513.12,80600.58,0.00
MDS-00203,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-160,NG-Rig 38,Qarn Alam North,Extended Reach,15-Mar-2025,18-Mar-2025,08-Apr-2025,122732.91,18409.94,141142.85,0.00
MDS-00204,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-143,NG-Rig 35,Harran,Standard,16-Mar-2025,19-Mar-2025,07-Apr-2025,57170.67,8575.60,65746.27,0.00
MDS-00205,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-090,NG-Rig 26,Burqan Deep,Standard,17-Mar-2025,20-Mar-2025,02-Apr-2025,97842.62,14676.39,112519.01,0.00
MDS-00206,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-072,NG-Rig 23,Qarn Alam North,Standard,17-Mar-2025,22-Mar-2025,27-Mar-2025,120429.63,18064.44,138494.07,0.00
MDS-00207,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-107,NG-Rig 30,Harran,HPHT,17-Mar-2025,19-Mar-2025,05-Apr-2025,61435.94,9215.39,70651.33,0.00
MDS-00208,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-019,NG-Rig 14,Wadi Sahm,HPHT,17-Mar-2025,22-Mar-2025,09-Apr-2025,264344.49,39651.67,303996.16,0.00
MDS-00209,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-036,NG-Rig 17,Qarn Alam North,Standard,18-Mar-2025,23-Mar-2025,03-Apr-2025,122896.06,18434.41,141330.47,0.00
MDS-00210,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-125,NG-Rig 32,Burqan Deep,Standard,18-Mar-2025,20-Mar-2025,15-Apr-2025,50136.21,7520.43,57656.64,0.00
MDS-00211,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-053,NG-Rig 21,Burqan Deep,Standard,18-Mar-2025,20-Mar-2025,06-Apr-2025,72262.85,10839.43,83102.28,0.00
MDS-00212,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-195,NG-Rig 44,Burqan Deep,Standard,18-Mar-2025,21-Mar-2025,14-Apr-2025,88327.24,13249.09,101576.33,0.00
MDS-00213,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-160,NG-Rig 38,Qarn Alam North,Extended Reach,19-Mar-2025,23-Mar-2025,29-Mar-2025,97393.26,14608.99,112002.25,0.00
MDS-00214,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-178,NG-Rig 41,Qarn Alam North,Standard,19-Mar-2025,19-Mar-2025,02-Apr-2025,47642.22,7146.33,54788.55,0.00
MDS-00215,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-212,NG-Rig 47,Burqan Deep,Standard,19-Mar-2025,21-Mar-2025,28-Mar-2025,76708.29,11506.24,88214.53,0.00
MDS-00216,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-107,NG-Rig 30,Harran,HPHT,20-Mar-2025,23-Mar-2025,02-Apr-2025,58292.16,8743.82,67035.98,0.00
MDS-00217,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-143,NG-Rig 35,Harran,Standard,20-Mar-2025,22-Mar-2025,28-Mar-2025,47301.74,7095.26,54397.00,0.00
MDS-00218,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-090,NG-Rig 26,Burqan Deep,Standard,21-Mar-2025,26-Mar-2025,19-Apr-2025,82654.26,12398.14,95052.40,0.00
MDS-00219,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-125,NG-Rig 32,Burqan Deep,Standard,21-Mar-2025,26-Mar-2025,05-Apr-2025,117308.13,17596.22,134904.35,0.00
MDS-00220,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-053,NG-Rig 21,Burqan Deep,Standard,21-Mar-2025,22-Mar-2025,10-Apr-2025,65480.11,9822.02,75302.13,0.00
MDS-00221,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-179,NG-Rig 41,Harran,HPHT,22-Mar-2025,25-Mar-2025,04-Apr-2025,101613.55,15242.03,116855.58,0.00
MDS-00222,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-003,NG-Rig 11,Harran,Standard,22-Mar-2025,27-Mar-2025,15-Apr-2025,115602.76,17340.41,132943.17,0.00
MDS-00223,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-212,NG-Rig 47,Burqan Deep,Standard,22-Mar-2025,24-Mar-2025,11-Apr-2025,76009.21,11401.38,87410.59,0.00
MDS-00224,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-072,NG-Rig 23,Qarn Alam North,Standard,23-Mar-2025,25-Mar-2025,17-Apr-2025,42409.44,6361.42,48770.86,0.00
MDS-00225,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-019,NG-Rig 14,Wadi Sahm,HPHT,23-Mar-2025,26-Mar-2025,18-Apr-2025,80476.81,12071.52,92548.33,0.00
MDS-00226,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-143,NG-Rig 35,Harran,Standard,23-Mar-2025,26-Mar-2025,06-Apr-2025,143095.82,21464.37,164560.19,0.00
MDS-00227,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-196,NG-Rig 44,Qarn Alam North,HPHT,23-Mar-2025,26-Mar-2025,22-Apr-2025,101613.55,15242.03,116855.58,0.00
MDS-00228,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-036,NG-Rig 17,Qarn Alam North,Standard,24-Mar-2025,28-Mar-2025,15-Apr-2025,75291.17,11293.68,86584.85,0.00
MDS-00229,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-054,NG-Rig 21,Harran,HPHT,24-Mar-2025,28-Mar-2025,06-Apr-2025,119923.20,17988.48,137911.68,0.00
MDS-00230,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-107,NG-Rig 30,Harran,HPHT,24-Mar-2025,28-Mar-2025,09-Apr-2025,79429.85,11914.48,91344.33,0.00
MDS-00231,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-160,NG-Rig 38,Qarn Alam North,Extended Reach,24-Mar-2025,27-Mar-2025,19-Apr-2025,60317.38,9047.61,69364.99,0.00
MDS-00232,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-212,NG-Rig 47,Burqan Deep,Standard,25-Mar-2025,27-Mar-2025,13-Apr-2025,1091370.63,163705.59,1255076.22,0.00
MDS-00233,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-179,NG-Rig 41,Harran,HPHT,26-Mar-2025,31-Mar-2025,26-Apr-2025,99693.10,14953.96,114647.06,0.00
MDS-00234,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-072,NG-Rig 23,Qarn Alam North,Standard,26-Mar-2025,30-Mar-2025,03-Apr-2025,89190.00,13378.50,102568.50,0.00
MDS-00235,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-090,NG-Rig 26,Burqan Deep,Standard,27-Mar-2025,31-Mar-2025,08-Apr-2025,100696.80,15104.52,115801.32,0.00
MDS-00236,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-125,NG-Rig 32,Burqan Deep,Standard,27-Mar-2025,31-Mar-2025,09-Apr-2025,117238.08,17585.71,134823.79,0.00
MDS-00237,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-019,NG-Rig 14,Wadi Sahm,HPHT,27-Mar-2025,31-Mar-2025,19-Apr-2025,83335.77,12500.37,95836.14,0.00
MDS-00238,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-143,NG-Rig 35,Harran,Standard,27-Mar-2025,30-Mar-2025,26-Apr-2025,177398.07,26609.71,204007.78,0.00
MDS-00239,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-196,NG-Rig 44,Qarn Alam North,HPHT,27-Mar-2025,29-Mar-2025,20-Apr-2025,52133.15,7819.97,59953.12,0.00
MDS-00240,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-160,NG-Rig 38,Qarn Alam North,Extended Reach,28-Mar-2025,31-Mar-2025,05-Apr-2025,89247.96,13387.19,102635.15,0.00
MDS-00241,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-003,NG-Rig 11,Harran,Standard,28-Mar-2025,02-Apr-2025,24-Apr-2025,99595.56,14939.33,114534.89,0.00
MDS-00242,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-212,NG-Rig 47,Burqan Deep,Standard,28-Mar-2025,30-Mar-2025,07-Apr-2025,45679.53,6851.93,52531.46,0.00
MDS-00243,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-036,NG-Rig 17,Qarn Alam North,Standard,29-Mar-2025,29-Mar-2025,13-Apr-2025,42885.69,6432.85,49318.54,0.00
MDS-00244,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-054,NG-Rig 21,Harran,HPHT,29-Mar-2025,01-Apr-2025,14-Apr-2025,67309.03,10096.35,77405.38,0.00
MDS-00245,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-107,NG-Rig 30,Harran,HPHT,29-Mar-2025,29-Mar-2025,02-Apr-2025,43805.89,6570.88,50376.77,0.00
MDS-00246,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-196,NG-Rig 44,Qarn Alam North,HPHT,30-Mar-2025,01-Apr-2025,09-Apr-2025,44985.83,6747.87,51733.70,0.00
MDS-00247,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-072,NG-Rig 23,Qarn Alam North,Standard,31-Mar-2025,03-Apr-2025,09-Apr-2025,108334.06,16250.11,124584.17,0.00
MDS-00248,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-143,NG-Rig 35,Harran,Standard,31-Mar-2025,03-Apr-2025,10-Apr-2025,165937.41,24890.61,190828.02,0.00
MDS-00249,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-212,NG-Rig 47,Burqan Deep,Standard,31-Mar-2025,03-Apr-2025,21-Apr-2025,87881.54,13182.23,101063.77,0.00
MDS-00250,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-090,NG-Rig 26,Burqan Deep,Standard,01-Apr-2025,05-Apr-2025,16-Apr-2025,119909.61,17986.44,137896.05,0.00
MDS-00251,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-108,NG-Rig 30,Harran,Standard,01-Apr-2025,05-Apr-2025,11-Apr-2025,251732.25,37759.84,289492.09,0.00
MDS-00252,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-125,NG-Rig 32,Burqan Deep,Standard,01-Apr-2025,03-Apr-2025,29-Apr-2025,114596.08,17189.41,131785.49,0.00
MDS-00253,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-179,NG-Rig 41,Harran,HPHT,01-Apr-2025,06-Apr-2025,13-Apr-2025,177635.47,26645.32,204280.79,0.00
MDS-00254,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-019,NG-Rig 14,Wadi Sahm,HPHT,01-Apr-2025,03-Apr-2025,25-Apr-2025,75171.76,11275.76,86447.52,0.00
MDS-00255,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-037,NG-Rig 17,Wadi Sahm,Standard,02-Apr-2025,04-Apr-2025,09-Apr-2025,78368.53,11755.28,90123.81,0.00
MDS-00256,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-054,NG-Rig 21,Harran,HPHT,02-Apr-2025,07-Apr-2025,13-Apr-2025,163430.51,24514.58,187945.09,0.00
MDS-00257,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-196,NG-Rig 44,Qarn Alam North,HPHT,02-Apr-2025,05-Apr-2025,26-Apr-2025,93729.75,14059.46,107789.21,0.00
MDS-00258,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-003,NG-Rig 11,Harran,Standard,03-Apr-2025,05-Apr-2025,09-Apr-2025,55455.63,8318.34,63773.97,0.00
MDS-00259,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-072,NG-Rig 23,Qarn Alam North,Standard,04-Apr-2025,09-Apr-2025,08-May-2025,152105.76,22815.86,174921.62,0.00
