line_ref,invoice_no,line_no,service_date,well_name,service_code,description,unit,hole_section,day_status,depth_from_m,depth_to_m,quantity,unit_rate,amount,report_ref
MDS-00004-053,MDS-00004,53,09-Jan-2025,NGP-QA-070,RM-520,Roller reamer and stabiliser rental,day,"17-1/2""",Operating,,,1,419.85,419.85,DDR-070-20250109
MDS-00005-001,MDS-00005,1,05-Jan-2025,NGP-BD-018,DD-101,"Directional driller, 24-hour coverage",person-day,"26""",Operating,,,2,1847.35,3694.70,DDR-018-20250105
MDS-00005-002,MDS-00005,2,05-Jan-2025,NGP-BD-018,DD-102,"Directional coordinator, office based",day,"26""",Operating,,,1,948.60,948.60,DDR-018-20250105
MDS-00005-003,MDS-00005,3,05-Jan-2025,NGP-BD-018,DD-110,Positive displacement motor rental,day,"26""",Operating,,,1,1864.34,1864.34,DDR-018-20250105
MDS-00005-004,MDS-00005,4,05-Jan-2025,NGP-BD-018,DD-140,Well planning and anti-collision study,well,"26""",Operating,,,1,12489.50,12489.50,DDR-018-20250105
MDS-00005-005,MDS-00005,5,05-Jan-2025,NGP-BD-018,HC-620,Drilling jar rental,day,"26""",Operating,,,1,539.65,539.65,DDR-018-20250105
MDS-00005-006,MDS-00005,6,05-Jan-2025,NGP-BD-018,MB-701,Mobilisation to rig site,well,"26""",Operating,,,1,18497.50,18497.50,DDR-018-20250105
MDS-00005-007,MDS-00005,7,05-Jan-2025,NGP-BD-018,MW-301,MWD engineer,person-day,"26""",Operating,,,2,1646.55,3293.10,DDR-018-20250105
MDS-00005-008,MDS-00005,8,05-Jan-2025,NGP-BD-018,MW-310,MWD directional and gamma tool,day,"26""",Operating,,,1,2953.29,2953.29,DDR-018-20250105
MDS-00005-009,MDS-00005,9,05-Jan-2025,NGP-BD-018,MW-330,Real-time data transmission,day,"26""",Operating,,,1,309.75,309.75,DDR-018-20250105
MDS-00005-010,MDS-00005,10,06-Jan-2025,NGP-BD-018,DD-101,"Directional driller, 24-hour coverage",person-day,"26""",Operating,,,2,1847.35,3694.70,DDR-018-20250106
MDS-00005-011,MDS-00005,11,06-Jan-2025,NGP-BD-018,DD-102,"Directional coordinator, office based",day,"26""",Operating,,,1,948.60,948.60,DDR-018-20250106
MDS-00005-012,MDS-00005,12,06-Jan-2025,NGP-BD-018,DD-110,Positive displacement motor rental,day,"26""",Operating,,,1,1864.34,1864.34,DDR-018-20250106
MDS-00005-013,MDS-00005,13,06-Jan-2025,NGP-BD-018,HC-620,Drilling jar rental,day,"26""",Operating,,,1,539.65,539.65,DDR-018-20250106
MDS-00005-014,MDS-00005,14,06-Jan-2025,NGP-BD-018,MW-301,MWD engineer,person-day,"26""",Operating,,,2,1646.55,3293.10,DDR-018-20250106
MDS-00005-015,MDS-00005,15,06-Jan-2025,NGP-BD-018,MW-310,MWD directional and gamma tool,day,"26""",Operating,,,1,2953.29,2953.29,DDR-018-20250106
MDS-00005-016,MDS-00005,16,06-Jan-2025,NGP-BD-018,MW-330,Real-time data transmission,day,"26""",Operating,,,1,309.75,309.75,DDR-018-20250106
MDS-00005-017,MDS-00005,17,07-Jan-2025,NGP-BD-018,DD-101,"Directional driller, 24-hour coverage",person-day,"26""",Operating,,,2,1847.35,3694.70,DDR-018-20250107
MDS-00005-018,MDS-00005,18,07-Jan-2025,NGP-BD-018,DD-102,"Directional coordinator, office based",day,"26""",Operating,,,1,948.60,948.60,DDR-018-20250107
MDS-00005-019,MDS-00005,19,07-Jan-2025,NGP-BD-018,DD-110,Positive displacement motor rental,day,"26""",Operating,,,1,1864.34,1864.34,DDR-018-20250107
MDS-00005-020,MDS-00005,20,07-Jan-2025,NGP-BD-018,DD-111,Motor redress and inspection,run,"26""",Operating,,,1,3589.45,3589.45,DDR-018-20250107
MDS-00005-021,MDS-00005,21,07-Jan-2025,NGP-BD-018,HC-610,Wiper trip supervision,trip,"26""",Operating,,,1,1947.15,1947.15,DDR-018-20250107
MDS-00005-022,MDS-00005,22,07-Jan-2025,NGP-BD-018,HC-620,Drilling jar rental,day,"26""",Operating,,,1,539.65,539.65,DDR-018-20250107
MDS-00005-023,MDS-00005,23,07-Jan-2025,NGP-BD-018,MW-301,MWD engineer,person-day,"26""",Operating,,,2,1646.55,3293.10,DDR-018-20250107
MDS-00005-024,MDS-00005,24,07-Jan-2025,NGP-BD-018,MW-310,MWD directional and gamma tool,day,"26""",Operating,,,1,2953.29,2953.29,DDR-018-20250107
MDS-00005-025,MDS-00005,25,07-Jan-2025,NGP-BD-018,MW-330,Real-time data transmission,day,"26""",Operating,,,1,309.75,309.75,DDR-018-20250107
MDS-00005-026,MDS-00005,26,07-Jan-2025,NGP-BD-018,RM-530,Back-reaming while tripping,hour,"26""",Operating,,,4,264.55,1058.20,DDR-018-20250107
MDS-00005-027,MDS-00005,27,08-Jan-2025,NGP-BD-018,DD-101,"Directional driller, 24-hour coverage",person-day,"17-1/2""",Operating,,,2,1847.35,3694.70,DDR-018-20250108
MDS-00005-028,MDS-00005,28,08-Jan-2025,NGP-BD-018,DD-102,"Directional coordinator, office based",day,"17-1/2""",Operating,,,1,948.60,948.60,DDR-018-20250108
MDS-00005-029,MDS-00005,29,08-Jan-2025,NGP-BD-018,DD-110,Positive displacement motor rental,day,"17-1/2""",Operating,,,1,1623.32,1623.32,DDR-018-20250108
MDS-00005-030,MDS-00005,30,08-Jan-2025,NGP-BD-018,HC-601,Hole cleaning circulating sub,day,"17-1/2""",Operating,,,1,689.35,689.35,DDR-018-20250108
MDS-00005-031,MDS-00005,31,08-Jan-2025,NGP-BD-018,HC-620,Drilling jar rental,day,"17-1/2""",Operating,,,1,539.65,539.65,DDR-018-20250108
MDS-00005-032,MDS-00005,32,08-Jan-2025,NGP-BD-018,MW-301,MWD engineer,person-day,"17-1/2""",Operating,,,2,1646.55,3293.10,DDR-018-20250108
MDS-00005-033,MDS-00005,33,08-Jan-2025,NGP-BD-018,MW-310,MWD directional and gamma tool,day,"17-1/2""",Operating,,,1,2571.50,2571.50,DDR-018-20250108
MDS-00005-034,MDS-00005,34,08-Jan-2025,NGP-BD-018,MW-330,Real-time data transmission,day,"17-1/2""",Operating,,,1,309.75,309.75,DDR-018-20250108
MDS-00005-035,MDS-00005,35,08-Jan-2025,NGP-BD-018,RM-520,Roller reamer and stabiliser rental,day,"17-1/2""",Operating,,,1,419.85,419.85,DDR-018-20250108
MDS-00005-036,MDS-00005,36,09-Jan-2025,NGP-BD-018,DD-101,"Directional driller, 24-hour coverage",person-day,"17-1/2""",Standby,,,2,1477.88,2955.76,DDR-018-20250109
MDS-00005-037,MDS-00005,37,09-Jan-2025,NGP-BD-018,DD-102,"Directional coordinator, office based",day,"17-1/2""",Standby,,,1,948.60,948.60,DDR-018-20250109
MDS-00005-038,MDS-00005,38,09-Jan-2025,NGP-BD-018,DD-110,Positive displacement motor rental,day,"17-1/2""",Standby,,,1,708.88,708.88,DDR-018-20250109
MDS-00005-039,MDS-00005,39,09-Jan-2025,NGP-BD-018,HC-601,Hole cleaning circulating sub,day,"17-1/2""",Standby,,,1,344.68,344.68,DDR-018-20250109
MDS-00005-040,MDS-00005,40,09-Jan-2025,NGP-BD-018,HC-620,Drilling jar rental,day,"17-1/2""",Standby,,,1,269.82,269.82,DDR-018-20250109
MDS-00005-041,MDS-00005,41,09-Jan-2025,NGP-BD-018,MW-301,MWD engineer,person-day,"17-1/2""",Standby,,,2,1317.24,2634.48,DDR-018-20250109
MDS-00005-042,MDS-00005,42,09-Jan-2025,NGP-BD-018,MW-310,MWD directional and gamma tool,day,"17-1/2""",Standby,,,1,1122.92,1122.92,DDR-018-20250109
MDS-00005-043,MDS-00005,43,09-Jan-2025,NGP-BD-018,MW-330,Real-time data transmission,day,"17-1/2""",Standby,,,1,309.75,309.75,DDR-018-20250109
MDS-00005-044,MDS-00005,44,09-Jan-2025,NGP-BD-018,RM-520,Roller reamer and stabiliser rental,day,"17-1/2""",Standby,,,1,209.92,209.92,DDR-018-20250109
MDS-00006-001,MDS-00006,1,05-Jan-2025,NGP-BD-194,DD-101,"Directional driller, 24-hour coverage",person-day,"17-1/2""",Operating,,,2,1847.35,3694.70,DDR-194-20250105
MDS-00006-002,MDS-00006,2,05-Jan-2025,NGP-BD-194,DD-102,"Directional coordinator, office based",day,"17-1/2""",Operating,,,1,948.60,948.60,DDR-194-20250105
MDS-00006-003,MDS-00006,3,05-Jan-2025,NGP-BD-194,DD-110,Positive displacement motor rental,day,"17-1/2""",Operating,,,1,1623.32,1623.32,DDR-194-20250105
MDS-00006-004,MDS-00006,4,05-Jan-2025,NGP-BD-194,HC-601,Hole cleaning circulating sub,day,"17-1/2""",Operating,,,1,689.35,689.35,DDR-194-20250105
MDS-00006-005,MDS-00006,5,05-Jan-2025,NGP-BD-194,HC-620,Drilling jar rental,day,"17-1/2""",Operating,,,1,539.65,539.65,DDR-194-20250105
MDS-00006-006,MDS-00006,6,05-Jan-2025,NGP-BD-194,MW-301,MWD engineer,person-day,"17-1/2""",Operating,,,2,1646.55,3293.10,DDR-194-20250105
MDS-00006-007,MDS-00006,7,05-Jan-2025,NGP-BD-194,MW-310,MWD directional and gamma tool,day,"17-1/2""",Operating,,,1,2571.50,2571.50,DDR-194-20250105
MDS-00006-008,MDS-00006,8,05-Jan-2025,NGP-BD-194,MW-330,Real-time data transmission,day,"17-1/2""",Operating,,,1,309.75,309.75,DDR-194-20250105
MDS-00006-009,MDS-00006,9,05-Jan-2025,NGP-BD-194,RM-520,Roller reamer and stabiliser rental,day,"17-1/2""",Operating,,,1,419.85,419.85,DDR-194-20250105
MDS-00006-010,MDS-00006,10,06-Jan-2025,NGP-BD-194,DD-101,"Directional driller, 24-hour coverage",person-day,"17-1/2""",Operating,,,2,1847.35,3694.70,DDR-194-20250106
MDS-00006-011,MDS-00006,11,06-Jan-2025,NGP-BD-194,DD-102,"Directional coordinator, office based",day,"17-1/2""",Operating,,,1,948.60,948.60,DDR-194-20250106
MDS-00006-012,MDS-00006,12,06-Jan-2025,NGP-BD-194,DD-110,Positive displacement motor rental,day,"17-1/2""",Operating,,,1,1623.32,1623.32,DDR-194-20250106
MDS-00006-013,MDS-00006,13,06-Jan-2025,NGP-BD-194,HC-601,Hole cleaning circulating sub,day,"17-1/2""",Operating,,,1,689.35,689.35,DDR-194-20250106
MDS-00006-014,MDS-00006,14,06-Jan-2025,NGP-BD-194,HC-620,Drilling jar rental,day,"17-1/2""",Operating,,,1,539.65,539.65,DDR-194-20250106
MDS-00006-015,MDS-00006,15,06-Jan-2025,NGP-BD-194,MW-301,MWD engineer,person-day,"17-1/2""",Operating,,,2,1646.55,3293.10,DDR-194-20250106
MDS-00006-016,MDS-00006,16,06-Jan-2025,NGP-BD-194,MW-310,MWD directional and gamma tool,day,"17-1/2""",Operating,,,1,2571.50,2571.50,DDR-194-20250106
MDS-00006-017,MDS-00006,17,06-Jan-2025,NGP-BD-194,MW-330,Real-time data transmission,day,"17-1/2""",Operating,,,1,309.75,309.75,DDR-194-20250106
MDS-00006-018,MDS-00006,18,06-Jan-2025,NGP-BD-194,RM-520,Roller reamer and stabiliser rental,day,"17-1/2""",Operating,,,1,419.85,419.85,DDR-194-20250106
MDS-00006-019,MDS-00006,19,07-Jan-2025,NGP-BD-194,DD-101,"Directional driller, 24-hour coverage",person-day,"17-1/2""",Operating,,,2,1847.35,3694.70,DDR-194-20250107
MDS-00006-020,MDS-00006,20,07-Jan-2025,NGP-BD-194,DD-102,"Directional coordinator, office based",day,"17-1/2""",Operating,,,1,948.60,948.60,DDR-194-20250107
MDS-00006-021,MDS-00006,21,07-Jan-2025,NGP-BD-194,DD-110,Positive displacement motor rental,day,"17-1/2""",Operating,,,1,1623.32,1623.32,DDR-194-20250107
MDS-00006-022,MDS-00006,22,07-Jan-2025,NGP-BD-194,HC-601,Hole cleaning circulating sub,day,"17-1/2""",Operating,,,1,689.35,689.35,DDR-194-20250107
MDS-00006-023,MDS-00006,23,07-Jan-2025,NGP-BD-194,HC-620,Drilling jar rental,day,"17-1/2""",Operating,,,1,539.65,539.65,DDR-194-20250107
MDS-00006-024,MDS-00006,24,07-Jan-2025,NGP-BD-194,MW-301,MWD engineer,person-day,"17-1/2""",Operating,,,2,1646.55,3293.10,DDR-194-20250107
MDS-00006-025,MDS-00006,25,07-Jan-2025,NGP-BD-194,MW-310,MWD directional and gamma tool,day,"17-1/2""",Operating,,,1,2571.50,2571.50,DDR-194-20250107
MDS-00006-026,MDS-00006,26,07-Jan-2025,NGP-BD-194,MW-330,Real-time data transmission,day,"17-1/2""",Operating,,,1,309.75,309.75,DDR-194-20250107
MDS-00006-027,MDS-00006,27,07-Jan-2025,NGP-BD-194,RM-520,Roller reamer and stabiliser rental,day,"17-1/2""",Operating,,,1,419.85,419.85,DDR-194-20250107
MDS-00007-001,MDS-00007,1,05-Jan-2025,NGP-WS-141,DD-101,"Directional driller, 24-hour coverage",person-day,"17-1/2""",Operating,,,2,1847.35,3694.70,DDR-141-20250105
MDS-00007-002,MDS-00007,2,05-Jan-2025,NGP-WS-141,DD-102,"Directional coordinator, office based",day,"17-1/2""",Operating,,,1,948.60,948.60,DDR-141-20250105
MDS-00007-003,MDS-00007,3,05-Jan-2025,NGP-WS-141,DD-110,Positive displacement motor rental,day,"17-1/2""",Operating,,,1,1623.32,1623.32,DDR-141-20250105
MDS-00007-004,MDS-00007,4,05-Jan-2025,NGP-WS-141,HC-601,Hole cleaning circulating sub,day,"17-1/2""",Operating,,,1,689.35,689.35,DDR-141-20250105
MDS-00007-005,MDS-00007,5,05-Jan-2025,NGP-WS-141,HC-620,Drilling jar rental,day,"17-1/2""",Operating,,,1,539.65,539.65,DDR-141-20250105
MDS-00007-006,MDS-00007,6,05-Jan-2025,NGP-WS-141,MW-301,MWD engineer,person-day,"17-1/2""",Operating,,,2,1646.55,3293.10,DDR-141-20250105
MDS-00007-007,MDS-00007,7,05-Jan-2025,NGP-WS-141,MW-310,MWD directional and gamma tool,day,"17-1/2""",Operating,,,1,2571.50,2571.50,DDR-141-20250105
MDS-00007-008,MDS-00007,8,05-Jan-2025,NGP-WS-141,MW-330,Real-time data transmission,day,"17-1/2""",Operating,,,1,309.75,309.75,DDR-141-20250105
MDS-00007-009,MDS-00007,9,05-Jan-2025,NGP-WS-141,RM-520,Roller reamer and stabiliser rental,day,"17-1/2""",Operating,,,1,419.85,419.85,DDR-141-20250105
MDS-00007-010,MDS-00007,10,06-Jan-2025,NGP-WS-141,DD-101,"Directional driller, 24-hour coverage",person-day,"17-1/2""",Operating,,,2,1847.35,3694.70,DDR-141-20250106
MDS-00007-011,MDS-00007,11,06-Jan-2025,NGP-WS-141,DD-102,"Directional coordinator, office based",day,"17-1/2""",Operating,,,1,948.60,948.60,DDR-141-20250106
MDS-00007-012,MDS-00007,12,06-Jan-2025,NGP-WS-141,DD-110,Positive displacement motor rental,day,"17-1/2""",Operating,,,1,1623.32,1623.32,DDR-141-20250106
MDS-00007-013,MDS-00007,13,06-Jan-2025,NGP-WS-141,DD-130,Gyro survey,survey,"17-1/2""",Operating,,,1,2446.15,2446.15,DDR-141-20250106
MDS-00007-014,MDS-00007,14,06-Jan-2025,NGP-WS-141,HC-601,Hole cleaning circulating sub,day,"17-1/2""",Operating,,,1,689.35,689.35,DDR-141-20250106
MDS-00007-015,MDS-00007,15,06-Jan-2025,NGP-WS-141,HC-620,Drilling jar rental,day,"17-1/2""",Operating,,,1,539.65,539.65,DDR-141-20250106
MDS-00007-016,MDS-00007,16,06-Jan-2025,NGP-WS-141,MW-301,MWD engineer,person-day,"17-1/2""",Operating,,,2,1646.55,3293.10,DDR-141-20250106
MDS-00007-017,MDS-00007,17,06-Jan-2025,NGP-WS-141,MW-310,MWD directional and gamma tool,day,"17-1/2""",Operating,,,1,2571.50,2571.50,DDR-141-20250106
MDS-00007-018,MDS-00007,18,06-Jan-2025,NGP-WS-141,MW-330,Real-time data transmission,day,"17-1/2""",Operating,,,1,309.75,309.75,DDR-141-20250106
MDS-00007-019,MDS-00007,19,06-Jan-2025,NGP-WS-141,RM-520,Roller reamer and stabiliser rental,day,"17-1/2""",Operating,,,1,419.85,419.85,DDR-141-20250106
MDS-00007-020,MDS-00007,20,07-Jan-2025,NGP-WS-141,DD-101,"Directional driller, 24-hour coverage",person-day,"17-1/2""",Operating,,,2,1847.35,3694.70,DDR-141-20250107
MDS-00007-021,MDS-00007,21,07-Jan-2025,NGP-WS-141,DD-102,"Directional coordinator, office based",day,"17-1/2""",Operating,,,1,948.60,948.60,DDR-141-20250107
MDS-00007-022,MDS-00007,22,07-Jan-2025,NGP-WS-141,DD-110,Positive displacement motor rental,day,"17-1/2""",Operating,,,1,1623.32,1623.32,DDR-141-20250107
MDS-00007-023,MDS-00007,23,07-Jan-2025,NGP-WS-141,HC-601,Hole cleaning circulating sub,day,"17-1/2""",Operating,,,1,689.35,689.35,DDR-141-20250107
MDS-00007-024,MDS-00007,24,07-Jan-2025,NGP-WS-141,HC-620,Drilling jar rental,day,"17-1/2""",Operating,,,1,539.65,539.65,DDR-141-20250107
MDS-00007-025,MDS-00007,25,07-Jan-2025,NGP-WS-141,MW-301,MWD engineer,person-day,"17-1/2""",Operating,,,2,1646.55,3293.10,DDR-141-20250107
MDS-00007-026,MDS-00007,26,07-Jan-2025,NGP-WS-141,MW-310,MWD directional and gamma tool,day,"17-1/2""",Operating,,,1,2571.50,2571.50,DDR-141-20250107
MDS-00007-027,MDS-00007,27,07-Jan-2025,NGP-WS-141,MW-330,Real-time data transmission,day,"17-1/2""",Operating,,,1,309.75,309.75,DDR-141-20250107
MDS-00007-028,MDS-00007,28,07-Jan-2025,NGP-WS-141,RM-520,Roller reamer and stabiliser rental,day,"17-1/2""",Operating,,,1,419.85,419.85,DDR-141-20250107
MDS-00007-029,MDS-00007,29,08-Jan-2025,NGP-WS-141,DD-101,"Directional driller, 24-hour coverage",person-day,"17-1/2""",Operating,,,2,1847.35,3694.70,DDR-141-20250108
MDS-00007-030,MDS-00007,30,08-Jan-2025,NGP-WS-141,DD-102,"Directional coordinator, office based",day,"17-1/2""",Operating,,,1,948.60,948.60,DDR-141-20250108
MDS-00007-031,MDS-00007,31,08-Jan-2025,NGP-WS-141,DD-110,Positive displacement motor rental,day,"17-1/2""",Operating,,,1,1623.32,1623.32,DDR-141-20250108
MDS-00007-032,MDS-00007,32,08-Jan-2025,NGP-WS-141,HC-601,Hole cleaning circulating sub,day,"17-1/2""",Operating,,,1,689.35,689.35,DDR-141-20250108
MDS-00007-033,MDS-00007,33,08-Jan-2025,NGP-WS-141,HC-620,Drilling jar rental,day,"17-1/2""",Operating,,,1,539.65,539.65,DDR-141-20250108
MDS-00007-034,MDS-00007,34,08-Jan-2025,NGP-WS-141,MW-301,MWD engineer,person-day,"17-1/2""",Operating,,,2,1646.55,3293.10,DDR-141-20250108
MDS-00007-035,MDS-00007,35,08-Jan-2025,NGP-WS-141,MW-310,MWD directional and gamma tool,day,"17-1/2""",Operating,,,1,2571.50,2571.50,DDR-141-20250108
MDS-00007-036,MDS-00007,36,08-Jan-2025,NGP-WS-141,MW-330,Real-time data transmission,day,"17-1/2""",Operating,,,1,309.75,309.75,DDR-141-20250108
MDS-00007-037,MDS-00007,37,08-Jan-2025,NGP-WS-141,RM-520,Roller reamer and stabiliser rental,day,"17-1/2""",Operating,,,1,419.85,419.85,DDR-141-20250108
MDS-00007-038,MDS-00007,38,09-Jan-2025,NGP-WS-141,DD-101,"Directional driller, 24-hour coverage",person-day,"17-1/2""",Operating,,,2,1847.35,3694.70,DDR-141-20250109
MDS-00007-039,MDS-00007,39,09-Jan-2025,NGP-WS-141,DD-102,"Directional coordinator, office based",day,"17-1/2""",Operating,,,1,948.60,948.60,DDR-141-20250109
MDS-00007-040,MDS-00007,40,09-Jan-2025,NGP-WS-141,DD-110,Positive displacement motor rental,day,"17-1/2""",Operating,,,1,1623.32,1623.32,DDR-141-20250109
MDS-00007-041,MDS-00007,41,09-Jan-2025,NGP-WS-141,HC-601,Hole cleaning circulating sub,day,"17-1/2""",Operating,,,1,689.35,689.35,DDR-141-20250109
MDS-00007-042,MDS-00007,42,09-Jan-2025,NGP-WS-141,HC-620,Drilling jar rental,day,"17-1/2""",Operating,,,1,539.65,539.65,DDR-141-20250109
MDS-00007-043,MDS-00007,43,09-Jan-2025,NGP-WS-141,MW-301,MWD engineer,person-day,"17-1/2""",Operating,,,2,1646.55,3293.10,DDR-141-20250109
MDS-00007-044,MDS-00007,44,09-Jan-2025,NGP-WS-141,MW-310,MWD directional and gamma tool,day,"17-1/2""",Operating,,,1,2571.50,2571.50,DDR-141-20250109
MDS-00007-045,MDS-00007,45,09-Jan-2025,NGP-WS-141,MW-330,Real-time data transmission,day,"17-1/2""",Operating,,,1,309.75,309.75,DDR-141-20250109
MDS-00007-046,MDS-00007,46,09-Jan-2025,NGP-WS-141,RM-520,Roller reamer and stabiliser rental,day,"17-1/2""",Operating,,,1,419.85,419.85,DDR-141-20250109
MDS-00008-001,MDS-00008,1,05-Jan-2025,NGP-WS-211,DD-101,"Directional driller, 24-hour coverage",person-day,"26""",Operating,,,2,1847.35,3694.70,DDR-211-20250105
MDS-00008-002,MDS-00008,2,05-Jan-2025,NGP-WS-211,DD-102,"Directional coordinator, office based",day,"26""",Operating,,,1,948.60,948.60,DDR-211-20250105
MDS-00008-003,MDS-00008,3,05-Jan-2025,NGP-WS-211,DD-110,Positive displacement motor rental,day,"26""",Operating,,,1,1864.34,1864.34,DDR-211-20250105
MDS-00008-004,MDS-00008,4,05-Jan-2025,NGP-WS-211,DD-140,Well planning and anti-collision study,well,"26""",Operating,,,1,12489.50,12489.50,DDR-211-20250105
MDS-00008-005,MDS-00008,5,05-Jan-2025,NGP-WS-211,HC-620,Drilling jar rental,day,"26""",Operating,,,1,539.65,539.65,DDR-211-20250105
MDS-00008-006,MDS-00008,6,05-Jan-2025,NGP-WS-211,MB-701,Mobilisation to rig site,well,"26""",Operating,,,1,18497.50,18497.50,DDR-211-20250105
MDS-00008-007,MDS-00008,7,05-Jan-2025,NGP-WS-211,MW-301,MWD engineer,person-day,"26""",Operating,,,2,1646.55,3293.10,DDR-211-20250105
MDS-00008-008,MDS-00008,8,05-Jan-2025,NGP-WS-211,MW-310,MWD directional and gamma tool,day,"26""",Operating,,,1,2953.29,2953.29,DDR-211-20250105
MDS-00008-009,MDS-00008,9,05-Jan-2025,NGP-WS-211,MW-330,Real-time data transmission,day,"26""",Operating,,,1,309.75,309.75,DDR-211-20250105
MDS-00008-010,MDS-00008,10,06-Jan-2025,NGP-WS-211,DD-101,"Directional driller, 24-hour coverage",person-day,"26""",Operating,,,2,1847.35,3694.70,DDR-211-20250106
MDS-00008-011,MDS-00008,11,06-Jan-2025,NGP-WS-211,DD-102,"Directional coordinator, office based",day,"26""",Operating,,,1,948.60,948.60,DDR-211-20250106
MDS-00008-012,MDS-00008,12,06-Jan-2025,NGP-WS-211,DD-110,Positive displacement motor rental,day,"26""",Operating,,,1,1864.34,1864.34,DDR-211-20250106
MDS-00008-013,MDS-00008,13,06-Jan-2025,NGP-WS-211,HC-620,Drilling jar rental,day,"26""",Operating,,,1,539.65,539.65,DDR-211-20250106
MDS-00008-014,MDS-00008,14,06-Jan-2025,NGP-WS-211,MW-301,MWD engineer,person-day,"26""",Operating,,,2,1646.55,3293.10,DDR-211-20250106
MDS-00008-015,MDS-00008,15,06-Jan-2025,NGP-WS-211,MW-310,MWD directional and gamma tool,day,"26""",Operating,,,1,2953.29,2953.29,DDR-211-20250106
MDS-00008-016,MDS-00008,16,06-Jan-2025,NGP-WS-211,MW-330,Real-time data transmission,day,"26""",Operating,,,1,309.75,309.75,DDR-211-20250106
MDS-00008-017,MDS-00008,17,07-Jan-2025,NGP-WS-211,DD-101,"Directional driller, 24-hour coverage",person-day,"26""",Operating,,,2,1847.35,3694.70,DDR-211-20250107
MDS-00008-018,MDS-00008,18,07-Jan-2025,NGP-WS-211,DD-102,"Directional coordinator, office based",day,"26""",Operating,,,1,948.60,948.60,DDR-211-20250107
MDS-00008-019,MDS-00008,19,07-Jan-2025,NGP-WS-211,DD-110,Positive displacement motor rental,day,"26""",Operating,,,1,1864.34,1864.34,DDR-211-20250107
MDS-00008-020,MDS-00008,20,07-Jan-2025,NGP-WS-211,DD-111,Motor redress and inspection,run,"26""",Operating,,,1,3589.45,3589.45,DDR-211-20250107
MDS-00008-021,MDS-00008,21,07-Jan-2025,NGP-WS-211,HC-610,Wiper trip supervision,trip,"26""",Operating,,,1,1947.15,1947.15,DDR-211-20250107
MDS-00008-022,MDS-00008,22,07-Jan-2025,NGP-WS-211,HC-620,Drilling jar rental,day,"26""",Operating,,,1,539.65,539.65,DDR-211-20250107
MDS-00008-023,MDS-00008,23,07-Jan-2025,NGP-WS-211,MW-301,MWD engineer,person-day,"26""",Operating,,,2,1646.55,3293.10,DDR-211-20250107
MDS-00008-024,MDS-00008,24,07-Jan-2025,NGP-WS-211,MW-310,MWD directional and gamma tool,day,"26""",Operating,,,1,2953.29,2953.29,DDR-211-20250107
MDS-00008-025,MDS-00008,25,07-Jan-2025,NGP-WS-211,MW-330,Real-time data transmission,day,"26""",Operating,,,1,309.75,309.75,DDR-211-20250107
MDS-00008-026,MDS-00008,26,07-Jan-2025,NGP-WS-211,RM-530,Back-reaming while tripping,hour,"26""",Operating,,,5,264.55,1322.75,DDR-211-20250107
MDS-00008-027,MDS-00008,27,08-Jan-2025,NGP-WS-211,DD-101,"Directional driller, 24-hour coverage",person-day,"17-1/2""",Operating,,,2,1847.35,3694.70,DDR-211-20250108
MDS-00008-028,MDS-00008,28,08-Jan-2025,NGP-WS-211,DD-102,"Directional coordinator, office based",day,"17-1/2""",Operating,,,1,948.60,948.60,DDR-211-20250108
